Datum Zeit,Annaberg-Buchholz CO
,mg/m3
01-11-00 00:00,0.1
31-10-00 23:00,0.1
31-10-00 22:00,0.1
31-10-00 21:00,0.1
31-10-00 20:00,0.1
31-10-00 19:00,0.1
31-10-00 18:00,0.2
31-10-00 17:00,0.1
31-10-00 16:00,0.1
31-10-00 15:00,0.1
31-10-00 14:00,0.1
31-10-00 13:00,0.2
31-10-00 12:00,0.1
31-10-00 11:00,0.2
31-10-00 10:00,0.2
31-10-00 09:00,0.2
31-10-00 08:00,0.1
31-10-00 07:00,0.2
31-10-00 06:00,0.2
31-10-00 05:00,0.2
31-10-00 04:00,0.4
31-10-00 03:00,0.1
31-10-00 02:00,0.2
31-10-00 01:00,0.1
31-10-00 00:00,0.2
30-10-00 23:00,0.2
30-10-00 22:00,0.1
30-10-00 21:00,0.2
30-10-00 20:00,0.2
30-10-00 19:00,0.3
30-10-00 18:00,0.3
30-10-00 17:00,0.4
30-10-00 16:00,0.3
30-10-00 15:00,0.3
30-10-00 14:00,0.3
30-10-00 13:00,0.1
30-10-00 12:00,0.2
30-10-00 11:00,0.2
30-10-00 10:00,0.4
30-10-00 09:00,0.4
30-10-00 08:00,0.3
30-10-00 07:00,0.3
30-10-00 06:00,0.1
30-10-00 05:00,0.1
30-10-00 04:00,0.1
30-10-00 03:00,0.1
30-10-00 02:00,0.1
30-10-00 01:00,0.1
30-10-00 00:00,0.1
29-10-00 23:00,0.1
29-10-00 22:00,0.1
29-10-00 21:00,0.1
29-10-00 20:00,0.1
29-10-00 19:00,0.1
29-10-00 18:00,0.2
29-10-00 17:00,0.1
29-10-00 16:00,0.1
29-10-00 15:00,0.1
29-10-00 14:00,0.1
29-10-00 13:00,0.1
29-10-00 12:00,0.1
29-10-00 11:00,0.1
29-10-00 10:00,0.1
29-10-00 09:00,0.1
29-10-00 08:00,0.1
29-10-00 07:00,0.1
29-10-00 06:00,0.1
29-10-00 05:00,0.1
29-10-00 04:00,0.1
29-10-00 03:00,0.1
29-10-00 02:00,0.1
29-10-00 01:00,0.1
29-10-00 00:00,0.1
28-10-00 23:00,0.1
28-10-00 22:00,0.2
28-10-00 21:00,0.5
28-10-00 20:00,0.6
28-10-00 19:00,1.2
28-10-00 18:00,0.7
28-10-00 17:00,0.7
28-10-00 16:00,0.2
28-10-00 15:00,0.1
28-10-00 14:00,0.1
28-10-00 13:00,
28-10-00 12:00,
28-10-00 11:00,
28-10-00 10:00,
28-10-00 09:00,
28-10-00 08:00,
28-10-00 07:00,
28-10-00 06:00,
28-10-00 05:00,
28-10-00 04:00,
28-10-00 03:00,
28-10-00 02:00,
28-10-00 01:00,
28-10-00 00:00,
27-10-00 23:00,
27-10-00 22:00,
27-10-00 21:00,
27-10-00 20:00,
27-10-00 19:00,
27-10-00 18:00,
27-10-00 17:00,
27-10-00 16:00,
27-10-00 15:00,
27-10-00 14:00,
27-10-00 13:00,
27-10-00 12:00,
27-10-00 11:00,0.3
27-10-00 10:00,0.3
27-10-00 09:00,0.3
27-10-00 08:00,0.3
27-10-00 07:00,0.5
27-10-00 06:00,0.7
27-10-00 05:00,0.2
27-10-00 04:00,0.1
27-10-00 03:00,0.1
27-10-00 02:00,0.1
27-10-00 01:00,0.1
27-10-00 00:00,0.1
26-10-00 23:00,0.1
26-10-00 22:00,0.2
26-10-00 21:00,0.4
26-10-00 20:00,0.4
26-10-00 19:00,0.2
26-10-00 18:00,0.5
26-10-00 17:00,0.4
26-10-00 16:00,0.3
26-10-00 15:00,0.2
26-10-00 14:00,0.2
26-10-00 13:00,0.2
26-10-00 12:00,0.1
26-10-00 11:00,0.2
26-10-00 10:00,0.2
26-10-00 09:00,0.5
26-10-00 08:00,1.0
26-10-00 07:00,0.7
26-10-00 06:00,0.5
26-10-00 05:00,0.2
26-10-00 04:00,0.1
26-10-00 03:00,0.1
26-10-00 02:00,0.1
26-10-00 01:00,0.1
26-10-00 00:00,0.1
25-10-00 23:00,0.1
25-10-00 22:00,0.1
25-10-00 21:00,0.1
25-10-00 20:00,0.1
25-10-00 19:00,0.2
25-10-00 18:00,0.2
25-10-00 17:00,0.2
25-10-00 16:00,0.3
25-10-00 15:00,0.1
25-10-00 14:00,0.2
25-10-00 13:00,
25-10-00 12:00,0.1
25-10-00 11:00,0.1
25-10-00 10:00,0.1
25-10-00 09:00,0.1
25-10-00 08:00,0.1
25-10-00 07:00,0.3
25-10-00 06:00,1.3
25-10-00 05:00,0.4
25-10-00 04:00,0.1
25-10-00 03:00,0.1
25-10-00 02:00,0.1
25-10-00 01:00,0.1
25-10-00 00:00,0.1
24-10-00 23:00,0.1
24-10-00 22:00,0.1
24-10-00 21:00,0.2
24-10-00 20:00,0.3
24-10-00 19:00,0.3
24-10-00 18:00,0.3
24-10-00 17:00,0.2
24-10-00 16:00,0.1
24-10-00 15:00,0.1
24-10-00 14:00,0.1
24-10-00 13:00,0.1
24-10-00 12:00,0.1
24-10-00 11:00,0.2
24-10-00 10:00,0.2
24-10-00 09:00,0.8
24-10-00 08:00,0.4
24-10-00 07:00,0.6
24-10-00 06:00,2.3
24-10-00 05:00,1.1
24-10-00 04:00,0.3
24-10-00 03:00,0.4
24-10-00 02:00,0.2
24-10-00 01:00,0.3
24-10-00 00:00,0.4
23-10-00 23:00,0.5
23-10-00 22:00,0.6
23-10-00 21:00,0.9
23-10-00 20:00,1.1
23-10-00 19:00,1.0
23-10-00 18:00,1.0
23-10-00 17:00,1.9
23-10-00 16:00,0.5
23-10-00 15:00,0.1
23-10-00 14:00,0.2
23-10-00 13:00,
23-10-00 12:00,0.5
23-10-00 11:00,0.5
23-10-00 10:00,0.9
23-10-00 09:00,1.3
23-10-00 08:00,2.3
23-10-00 07:00,3.1
23-10-00 06:00,2.9
23-10-00 05:00,1.5
23-10-00 04:00,0.6
23-10-00 03:00,0.5
23-10-00 02:00,0.6
23-10-00 01:00,0.6
23-10-00 00:00,0.9
22-10-00 23:00,0.7
22-10-00 22:00,1.1
22-10-00 21:00,1.4
22-10-00 20:00,1.1
22-10-00 19:00,1.7
22-10-00 18:00,1.3
22-10-00 17:00,1.4
22-10-00 16:00,0.7
22-10-00 15:00,0.4
22-10-00 14:00,0.5
22-10-00 13:00,0.2
22-10-00 12:00,0.1
22-10-00 11:00,0.3
22-10-00 10:00,0.4
22-10-00 09:00,0.3
22-10-00 08:00,0.1
22-10-00 07:00,0.1
22-10-00 06:00,0.1
22-10-00 05:00,0.1
22-10-00 04:00,0.1
22-10-00 03:00,0.2
22-10-00 02:00,0.2
22-10-00 01:00,0.1
22-10-00 00:00,0.2
21-10-00 23:00,0.3
21-10-00 22:00,0.8
21-10-00 21:00,0.6
21-10-00 20:00,0.5
21-10-00 19:00,0.3
21-10-00 18:00,0.4
21-10-00 17:00,0.2
21-10-00 16:00,0.2
21-10-00 15:00,0.1
21-10-00 14:00,
21-10-00 13:00,0.1
21-10-00 12:00,0.1
21-10-00 11:00,0.1
21-10-00 10:00,0.2
21-10-00 09:00,0.1
21-10-00 08:00,0.1
21-10-00 07:00,0.1
21-10-00 06:00,0.1
21-10-00 05:00,0.1
21-10-00 04:00,0.1
21-10-00 03:00,0.1
21-10-00 02:00,0.1
21-10-00 01:00,0.1
21-10-00 00:00,0.1
20-10-00 23:00,0.1
20-10-00 22:00,0.1
20-10-00 21:00,0.1
20-10-00 20:00,0.1
20-10-00 19:00,0.2
20-10-00 18:00,0.3
20-10-00 17:00,0.3
20-10-00 16:00,0.2
20-10-00 15:00,0.1
20-10-00 14:00,0.1
20-10-00 13:00,0.1
20-10-00 12:00,0.1
20-10-00 11:00,0.1
20-10-00 10:00,0.1
20-10-00 09:00,0.1
20-10-00 08:00,0.1
20-10-00 07:00,0.2
20-10-00 06:00,0.5
20-10-00 05:00,0.1
20-10-00 04:00,0.1
20-10-00 03:00,0.1
20-10-00 02:00,0.1
20-10-00 01:00,0.1
20-10-00 00:00,0.1
19-10-00 23:00,0.1
19-10-00 22:00,0.1
19-10-00 21:00,0.2
19-10-00 20:00,0.1
19-10-00 19:00,0.1
19-10-00 18:00,0.4
19-10-00 17:00,0.1
19-10-00 16:00,0.1
19-10-00 15:00,0.3
19-10-00 14:00,
19-10-00 13:00,0.1
19-10-00 12:00,0.1
19-10-00 11:00,0.1
19-10-00 10:00,0.1
19-10-00 09:00,0.1
19-10-00 08:00,0.2
19-10-00 07:00,0.7
19-10-00 06:00,1.2
19-10-00 05:00,0.3
19-10-00 04:00,0.1
19-10-00 03:00,0.1
19-10-00 02:00,0.1
19-10-00 01:00,0.1
19-10-00 00:00,0.1
18-10-00 23:00,0.2
18-10-00 22:00,0.2
18-10-00 21:00,0.2
18-10-00 20:00,0.1
18-10-00 19:00,0.2
18-10-00 18:00,0.4
18-10-00 17:00,0.2
18-10-00 16:00,0.4
18-10-00 15:00,
18-10-00 14:00,0.1
18-10-00 13:00,0.1
18-10-00 12:00,
18-10-00 11:00,0.2
18-10-00 10:00,0.5
18-10-00 09:00,0.3
18-10-00 08:00,0.4
18-10-00 07:00,0.4
18-10-00 06:00,0.9
18-10-00 05:00,0.2
18-10-00 04:00,0.1
18-10-00 03:00,0.1
18-10-00 02:00,0.1
18-10-00 01:00,0.1
18-10-00 00:00,0.1
17-10-00 23:00,0.1
17-10-00 22:00,0.2
17-10-00 21:00,0.4
17-10-00 20:00,0.2
17-10-00 19:00,0.6
17-10-00 18:00,0.3
17-10-00 17:00,0.1
17-10-00 16:00,0.1
17-10-00 15:00,0.1
17-10-00 14:00,0.1
17-10-00 13:00,0.1
17-10-00 12:00,0.1
17-10-00 11:00,0.1
17-10-00 10:00,0.1
17-10-00 09:00,0.7
17-10-00 08:00,0.6
17-10-00 07:00,0.9
17-10-00 06:00,0.7
17-10-00 05:00,0.3
17-10-00 04:00,0.2
17-10-00 03:00,0.1
17-10-00 02:00,0.1
17-10-00 01:00,0.1
17-10-00 00:00,0.1
16-10-00 23:00,0.2
16-10-00 22:00,0.1
16-10-00 21:00,0.8
16-10-00 20:00,0.3
16-10-00 19:00,0.4
16-10-00 18:00,0.5
16-10-00 17:00,0.2
16-10-00 16:00,0.1
16-10-00 15:00,0.1
16-10-00 14:00,0.1
16-10-00 13:00,0.1
16-10-00 12:00,0.1
16-10-00 11:00,0.1
16-10-00 10:00,0.1
16-10-00 09:00,0.1
16-10-00 08:00,0.1
16-10-00 07:00,0.1
16-10-00 06:00,0.1
16-10-00 05:00,0.1
16-10-00 04:00,0.1
16-10-00 03:00,0.1
16-10-00 02:00,0.1
16-10-00 01:00,0.1
16-10-00 00:00,0.1
15-10-00 23:00,0.1
15-10-00 22:00,0.1
15-10-00 21:00,0.1
15-10-00 20:00,0.1
15-10-00 19:00,0.1
15-10-00 18:00,0.1
15-10-00 17:00,0.1
15-10-00 16:00,0.1
15-10-00 15:00,0.1
15-10-00 14:00,0.1
15-10-00 13:00,0.1
15-10-00 12:00,0.1
15-10-00 11:00,0.1
15-10-00 10:00,0.2
15-10-00 09:00,0.1
15-10-00 08:00,0.1
15-10-00 07:00,0.1
15-10-00 06:00,0.1
15-10-00 05:00,0.2
15-10-00 04:00,0.1
15-10-00 03:00,0.3
15-10-00 02:00,0.3
15-10-00 01:00,0.4
15-10-00 00:00,0.1
14-10-00 23:00,0.2
14-10-00 22:00,0.2
14-10-00 21:00,0.2
14-10-00 20:00,0.3
14-10-00 19:00,0.7
14-10-00 18:00,0.2
14-10-00 17:00,0.2
14-10-00 16:00,0.1
14-10-00 15:00,0.1
14-10-00 14:00,0.1
14-10-00 13:00,0.1
14-10-00 12:00,0.1
14-10-00 11:00,0.2
14-10-00 10:00,0.3
14-10-00 09:00,0.1
14-10-00 08:00,0.1
14-10-00 07:00,0.1
14-10-00 06:00,0.1
14-10-00 05:00,0.1
14-10-00 04:00,0.1
14-10-00 03:00,0.2
14-10-00 02:00,0.8
14-10-00 01:00,0.6
14-10-00 00:00,0.5
13-10-00 23:00,0.3
13-10-00 22:00,0.2
13-10-00 21:00,0.2
13-10-00 20:00,0.3
