Datum Zeit,Klingenthal CO
,mg/m3
01-04-00 00:00,0.1
31-03-00 23:00,0.2
31-03-00 22:00,0.1
31-03-00 21:00,0.1
31-03-00 20:00,0.1
31-03-00 19:00,0.1
31-03-00 18:00,0.2
31-03-00 17:00,0.1
31-03-00 16:00,0.2
31-03-00 15:00,0.2
31-03-00 14:00,0.2
31-03-00 13:00,0.1
31-03-00 12:00,0.2
31-03-00 11:00,0.3
31-03-00 10:00,0.4
31-03-00 09:00,0.5
31-03-00 08:00,0.3
31-03-00 07:00,
31-03-00 06:00,0.7
31-03-00 05:00,0.3
31-03-00 04:00,0.1
31-03-00 03:00,0.1
31-03-00 02:00,0.1
31-03-00 01:00,0.1
31-03-00 00:00,0.1
30-03-00 23:00,0.2
30-03-00 22:00,0.2
30-03-00 21:00,0.3
30-03-00 20:00,0.2
30-03-00 19:00,0.3
30-03-00 18:00,0.4
30-03-00 17:00,0.5
30-03-00 16:00,0.7
30-03-00 15:00,0.7
30-03-00 14:00,0.4
30-03-00 13:00,0.3
30-03-00 12:00,0.2
30-03-00 11:00,0.2
30-03-00 10:00,0.3
30-03-00 09:00,0.3
30-03-00 08:00,0.3
30-03-00 07:00,0.3
30-03-00 06:00,0.5
30-03-00 05:00,0.3
30-03-00 04:00,0.2
30-03-00 03:00,0.1
30-03-00 02:00,0.1
30-03-00 01:00,0.1
30-03-00 00:00,0.1
29-03-00 23:00,0.1
29-03-00 22:00,0.1
29-03-00 21:00,0.1
29-03-00 20:00,0.1
29-03-00 19:00,0.1
29-03-00 18:00,0.1
29-03-00 17:00,0.1
29-03-00 16:00,0.1
29-03-00 15:00,0.1
29-03-00 14:00,0.1
29-03-00 13:00,0.1
29-03-00 12:00,0.1
29-03-00 11:00,0.1
29-03-00 10:00,0.1
29-03-00 09:00,0.3
29-03-00 08:00,0.4
29-03-00 07:00,
29-03-00 06:00,0.4
29-03-00 05:00,0.1
29-03-00 04:00,0.1
29-03-00 03:00,0.1
29-03-00 02:00,0.1
29-03-00 01:00,0.1
29-03-00 00:00,0.1
28-03-00 23:00,0.2
28-03-00 22:00,0.3
28-03-00 21:00,0.3
28-03-00 20:00,0.3
28-03-00 19:00,0.4
28-03-00 18:00,0.7
28-03-00 17:00,0.7
28-03-00 16:00,0.7
28-03-00 15:00,0.6
28-03-00 14:00,0.4
28-03-00 13:00,
28-03-00 12:00,
28-03-00 11:00,
28-03-00 10:00,0.1
28-03-00 09:00,0.2
28-03-00 08:00,0.1
28-03-00 07:00,0.1
28-03-00 06:00,0.1
28-03-00 05:00,0.1
28-03-00 04:00,0.1
28-03-00 03:00,0.1
28-03-00 02:00,0.1
28-03-00 01:00,0.1
28-03-00 00:00,0.3
27-03-00 23:00,0.5
27-03-00 22:00,0.5
27-03-00 21:00,0.6
27-03-00 20:00,0.7
27-03-00 19:00,0.9
27-03-00 18:00,1.0
27-03-00 17:00,1.1
27-03-00 16:00,1.2
27-03-00 15:00,0.9
27-03-00 14:00,
