Datum Zeit,Schwartenberg BEN
,µg/m³
01-02-04 00:00,0.6
31-01-04 23:00,0.8
31-01-04 22:00,0.9
31-01-04 21:00,1.3
31-01-04 20:00,1.7
31-01-04 19:00,1.0
31-01-04 18:00,1.2
31-01-04 17:00,1.1
31-01-04 16:00,1.1
31-01-04 15:00,1.0
31-01-04 14:00,0.6
31-01-04 13:00,0.6
31-01-04 12:00,0.9
31-01-04 11:00,1.1
31-01-04 10:00,1.0
31-01-04 09:00,0.9
31-01-04 08:00,1.0
31-01-04 07:00,0.7
31-01-04 06:00,0.6
31-01-04 05:00,0.6
31-01-04 04:00,0.7
31-01-04 03:00,0.7
31-01-04 02:00,0.8
31-01-04 01:00,0.7
31-01-04 00:00,0.7
30-01-04 23:00,0.7
30-01-04 22:00,0.7
30-01-04 21:00,0.8
30-01-04 20:00,0.8
30-01-04 19:00,0.9
30-01-04 18:00,0.9
30-01-04 17:00,0.9
30-01-04 16:00,1.0
30-01-04 15:00,
30-01-04 14:00,
30-01-04 13:00,
30-01-04 12:00,
30-01-04 11:00,
30-01-04 10:00,0.7
30-01-04 09:00,0.7
30-01-04 08:00,0.8
30-01-04 07:00,0.7
30-01-04 06:00,0.7
30-01-04 05:00,0.8
30-01-04 04:00,0.7
30-01-04 03:00,0.7
30-01-04 02:00,0.8
30-01-04 01:00,0.8
30-01-04 00:00,0.8
29-01-04 23:00,0.8
29-01-04 22:00,0.8
29-01-04 21:00,0.8
29-01-04 20:00,0.8
29-01-04 19:00,0.9
29-01-04 18:00,0.8
29-01-04 17:00,0.7
29-01-04 16:00,0.7
29-01-04 15:00,0.8
29-01-04 14:00,0.8
29-01-04 13:00,0.8
29-01-04 12:00,0.8
29-01-04 11:00,0.8
29-01-04 10:00,0.9
29-01-04 09:00,1.2
29-01-04 08:00,0.9
29-01-04 07:00,0.7
29-01-04 06:00,0.7
29-01-04 05:00,0.7
29-01-04 04:00,0.7
29-01-04 03:00,0.8
29-01-04 02:00,0.8
29-01-04 01:00,0.8
29-01-04 00:00,0.9
28-01-04 23:00,0.9
28-01-04 22:00,1.1
28-01-04 21:00,1.2
28-01-04 20:00,1.2
28-01-04 19:00,1.1
28-01-04 18:00,1.1
28-01-04 17:00,1.0
28-01-04 16:00,1.2
28-01-04 15:00,1.1
28-01-04 14:00,1.0
28-01-04 13:00,1.0
28-01-04 12:00,1.4
28-01-04 11:00,1.3
28-01-04 10:00,1.8
28-01-04 09:00,1.8
28-01-04 08:00,1.7
28-01-04 07:00,2.0
28-01-04 06:00,2.3
28-01-04 05:00,2.5
28-01-04 04:00,2.5
28-01-04 03:00,2.5
28-01-04 02:00,2.7
28-01-04 01:00,2.8
28-01-04 00:00,2.8
27-01-04 23:00,2.6
27-01-04 22:00,3.0
27-01-04 21:00,3.0
27-01-04 20:00,2.9
27-01-04 19:00,3.0
27-01-04 18:00,2.9
27-01-04 17:00,2.9
27-01-04 16:00,3.5
27-01-04 15:00,4.1
27-01-04 14:00,4.1
27-01-04 13:00,4.8
27-01-04 12:00,4.4
27-01-04 11:00,4.0
27-01-04 10:00,4.1
27-01-04 09:00,3.7
27-01-04 08:00,3.7
27-01-04 07:00,3.8
27-01-04 06:00,3.6
27-01-04 05:00,3.3
27-01-04 04:00,3.0
27-01-04 03:00,2.8
27-01-04 02:00,2.7
27-01-04 01:00,2.5
27-01-04 00:00,2.9
26-01-04 23:00,3.9
26-01-04 22:00,3.8
26-01-04 21:00,2.0
26-01-04 20:00,1.9
26-01-04 19:00,
26-01-04 18:00,
26-01-04 17:00,
26-01-04 16:00,
26-01-04 15:00,
26-01-04 14:00,0.8
26-01-04 13:00,1.0
26-01-04 12:00,1.0
26-01-04 11:00,1.0
26-01-04 10:00,1.1
26-01-04 09:00,0.9
26-01-04 08:00,0.8
26-01-04 07:00,0.8
26-01-04 06:00,0.9
26-01-04 05:00,0.9
26-01-04 04:00,0.9
26-01-04 03:00,0.9
26-01-04 02:00,0.9
26-01-04 01:00,0.9
26-01-04 00:00,0.9
25-01-04 23:00,0.9
25-01-04 22:00,1.1
25-01-04 21:00,1.1
25-01-04 20:00,1.1
25-01-04 19:00,1.0
25-01-04 18:00,1.1
25-01-04 17:00,1.1
25-01-04 16:00,1.0
25-01-04 15:00,1.1
25-01-04 14:00,1.2
25-01-04 13:00,1.5
25-01-04 12:00,1.5
25-01-04 11:00,1.7
25-01-04 10:00,1.7
25-01-04 09:00,1.5
25-01-04 08:00,1.1
25-01-04 07:00,0.8
25-01-04 06:00,0.8
25-01-04 05:00,0.9
25-01-04 04:00,0.8
25-01-04 03:00,0.8
25-01-04 02:00,1.4
25-01-04 01:00,1.4
25-01-04 00:00,1.7
24-01-04 23:00,2.1
24-01-04 22:00,2.2
24-01-04 21:00,2.2
24-01-04 20:00,1.9
24-01-04 19:00,1.8
24-01-04 18:00,1.8
24-01-04 17:00,2.2
24-01-04 16:00,2.4
24-01-04 15:00,2.4
24-01-04 14:00,2.4
24-01-04 13:00,2.2
24-01-04 12:00,1.8
24-01-04 11:00,1.8
24-01-04 10:00,2.3
24-01-04 09:00,2.0
24-01-04 08:00,1.4
24-01-04 07:00,1.4
24-01-04 06:00,1.6
24-01-04 05:00,2.1
24-01-04 04:00,2.3
24-01-04 03:00,2.4
24-01-04 02:00,2.6
24-01-04 01:00,2.8
24-01-04 00:00,2.9
23-01-04 23:00,3.9
23-01-04 22:00,5.8
23-01-04 21:00,3.5
23-01-04 20:00,1.9
23-01-04 19:00,3.7
23-01-04 18:00,3.7
23-01-04 17:00,2.9
23-01-04 16:00,1.5
23-01-04 15:00,1.5
