Datum Zeit,Bautzen CO
,mg/m3
01-02-01 00:00,0.3
31-01-01 23:00,0.3
31-01-01 22:00,0.3
31-01-01 21:00,0.4
31-01-01 20:00,0.4
31-01-01 19:00,0.6
31-01-01 18:00,0.7
31-01-01 17:00,0.7
31-01-01 16:00,0.8
31-01-01 15:00,0.6
31-01-01 14:00,0.6
31-01-01 13:00,0.6
31-01-01 12:00,0.5
31-01-01 11:00,0.7
31-01-01 10:00,0.7
31-01-01 09:00,0.6
31-01-01 08:00,
31-01-01 07:00,0.7
31-01-01 06:00,0.4
31-01-01 05:00,0.4
31-01-01 04:00,0.3
31-01-01 03:00,0.3
31-01-01 02:00,0.3
31-01-01 01:00,0.3
31-01-01 00:00,0.4
30-01-01 23:00,0.4
30-01-01 22:00,0.6
30-01-01 21:00,0.9
30-01-01 20:00,1.0
30-01-01 19:00,1.1
30-01-01 18:00,1.4
30-01-01 17:00,1.0
30-01-01 16:00,0.9
30-01-01 15:00,0.7
30-01-01 14:00,0.7
30-01-01 13:00,0.6
30-01-01 12:00,0.7
30-01-01 11:00,0.7
30-01-01 10:00,0.8
30-01-01 09:00,0.9
30-01-01 08:00,0.9
30-01-01 07:00,0.7
30-01-01 06:00,0.5
30-01-01 05:00,0.4
30-01-01 04:00,0.4
30-01-01 03:00,0.4
30-01-01 02:00,0.4
30-01-01 01:00,0.4
30-01-01 00:00,0.5
29-01-01 23:00,0.6
29-01-01 22:00,0.6
29-01-01 21:00,0.7
29-01-01 20:00,0.9
29-01-01 19:00,1.0
29-01-01 18:00,0.9
29-01-01 17:00,1.3
29-01-01 16:00,1.1
29-01-01 15:00,0.7
29-01-01 14:00,0.8
29-01-01 13:00,0.7
29-01-01 12:00,0.7
29-01-01 11:00,0.8
29-01-01 10:00,0.9
29-01-01 09:00,0.9
29-01-01 08:00,
29-01-01 07:00,1.0
29-01-01 06:00,0.5
29-01-01 05:00,0.3
29-01-01 04:00,0.2
29-01-01 03:00,0.2
29-01-01 02:00,0.2
29-01-01 01:00,0.2
29-01-01 00:00,0.2
28-01-01 23:00,0.3
28-01-01 22:00,0.3
28-01-01 21:00,0.3
28-01-01 20:00,0.4
28-01-01 19:00,0.4
28-01-01 18:00,0.4
28-01-01 17:00,0.3
28-01-01 16:00,0.2
28-01-01 15:00,0.2
28-01-01 14:00,0.3
28-01-01 13:00,0.3
28-01-01 12:00,0.3
28-01-01 11:00,0.3
28-01-01 10:00,0.2
28-01-01 09:00,0.2
28-01-01 08:00,0.2
28-01-01 07:00,0.2
28-01-01 06:00,0.2
28-01-01 05:00,0.2
28-01-01 04:00,0.2
28-01-01 03:00,0.2
28-01-01 02:00,0.2
28-01-01 01:00,0.2
28-01-01 00:00,0.3
27-01-01 23:00,0.3
27-01-01 22:00,0.3
27-01-01 21:00,0.4
27-01-01 20:00,0.4
27-01-01 19:00,0.5
27-01-01 18:00,0.5
27-01-01 17:00,0.4
27-01-01 16:00,0.5
27-01-01 15:00,0.5
27-01-01 14:00,0.4
27-01-01 13:00,0.4
27-01-01 12:00,0.3
27-01-01 11:00,0.3
27-01-01 10:00,0.3
27-01-01 09:00,
27-01-01 08:00,0.4
27-01-01 07:00,0.3
27-01-01 06:00,0.3
27-01-01 05:00,0.3
27-01-01 04:00,0.3
27-01-01 03:00,0.4
27-01-01 02:00,0.4
27-01-01 01:00,0.4
27-01-01 00:00,0.5
26-01-01 23:00,0.5
26-01-01 22:00,0.6
26-01-01 21:00,0.4
26-01-01 20:00,0.4
26-01-01 19:00,0.4
26-01-01 18:00,0.4
26-01-01 17:00,0.5
26-01-01 16:00,0.5
26-01-01 15:00,0.5
26-01-01 14:00,0.5
26-01-01 13:00,0.5
26-01-01 12:00,0.6
26-01-01 11:00,0.7
26-01-01 10:00,0.8
26-01-01 09:00,0.8
26-01-01 08:00,1.0
26-01-01 07:00,0.8
26-01-01 06:00,0.6
26-01-01 05:00,0.4
26-01-01 04:00,0.4
26-01-01 03:00,0.4
26-01-01 02:00,0.4
26-01-01 01:00,0.4
26-01-01 00:00,0.5
25-01-01 23:00,0.6
25-01-01 22:00,0.5
25-01-01 21:00,0.6
25-01-01 20:00,0.7
25-01-01 19:00,0.8
25-01-01 18:00,0.6
25-01-01 17:00,0.5
25-01-01 16:00,0.5
25-01-01 15:00,0.5
25-01-01 14:00,0.6
25-01-01 13:00,0.6
25-01-01 12:00,0.6
25-01-01 11:00,0.6
25-01-01 10:00,0.7
25-01-01 09:00,
25-01-01 08:00,0.6
25-01-01 07:00,0.6
25-01-01 06:00,0.6
25-01-01 05:00,0.6
25-01-01 04:00,0.5
25-01-01 03:00,0.5
25-01-01 02:00,0.5
25-01-01 01:00,0.5
25-01-01 00:00,0.5
24-01-01 23:00,0.6
24-01-01 22:00,0.5
24-01-01 21:00,0.5
24-01-01 20:00,0.5
24-01-01 19:00,0.5
24-01-01 18:00,0.6
24-01-01 17:00,0.6
24-01-01 16:00,0.6
24-01-01 15:00,0.6
24-01-01 14:00,0.6
24-01-01 13:00,0.5
24-01-01 12:00,0.5
24-01-01 11:00,
24-01-01 10:00,0.5
24-01-01 09:00,0.5
24-01-01 08:00,0.5
24-01-01 07:00,0.5
24-01-01 06:00,0.4
24-01-01 05:00,0.4
24-01-01 04:00,0.5
24-01-01 03:00,0.5
24-01-01 02:00,0.5
24-01-01 01:00,0.5
24-01-01 00:00,0.5
23-01-01 23:00,0.5
23-01-01 22:00,0.5
23-01-01 21:00,0.6
23-01-01 20:00,0.5
23-01-01 19:00,0.5
23-01-01 18:00,0.6
23-01-01 17:00,0.6
23-01-01 16:00,0.6
23-01-01 15:00,0.6
23-01-01 14:00,0.6
23-01-01 13:00,0.5
23-01-01 12:00,0.5
23-01-01 11:00,0.5
23-01-01 10:00,0.5
23-01-01 09:00,0.5
23-01-01 08:00,0.5
23-01-01 07:00,0.5
23-01-01 06:00,0.5
23-01-01 05:00,0.5
23-01-01 04:00,0.5
23-01-01 03:00,0.5
23-01-01 02:00,0.5
23-01-01 01:00,0.5
23-01-01 00:00,0.6
22-01-01 23:00,0.6
22-01-01 22:00,0.6
22-01-01 21:00,0.6
22-01-01 20:00,0.5
22-01-01 19:00,0.5
22-01-01 18:00,0.5
22-01-01 17:00,0.5
22-01-01 16:00,0.5
22-01-01 15:00,0.5
22-01-01 14:00,0.5
22-01-01 13:00,0.5
22-01-01 12:00,0.5
22-01-01 11:00,
22-01-01 10:00,0.5
22-01-01 09:00,0.5
22-01-01 08:00,0.5
22-01-01 07:00,0.5
22-01-01 06:00,0.4
22-01-01 05:00,0.4
22-01-01 04:00,0.4
22-01-01 03:00,0.4
22-01-01 02:00,0.4
22-01-01 01:00,0.5
22-01-01 00:00,0.4
21-01-01 23:00,0.4
21-01-01 22:00,0.5
21-01-01 21:00,0.4
21-01-01 20:00,0.5
21-01-01 19:00,0.5
21-01-01 18:00,0.5
21-01-01 17:00,0.5
21-01-01 16:00,0.5
21-01-01 15:00,0.5
21-01-01 14:00,0.5
21-01-01 13:00,0.5
21-01-01 12:00,0.5
21-01-01 11:00,0.5
21-01-01 10:00,0.4
21-01-01 09:00,0.4
21-01-01 08:00,0.4
21-01-01 07:00,0.4
21-01-01 06:00,0.4
21-01-01 05:00,0.4
21-01-01 04:00,0.4
21-01-01 03:00,0.4
21-01-01 02:00,0.4
21-01-01 01:00,0.5
21-01-01 00:00,0.6
20-01-01 23:00,0.6
20-01-01 22:00,0.6
20-01-01 21:00,1.0
20-01-01 20:00,0.9
20-01-01 19:00,0.8
20-01-01 18:00,0.7
20-01-01 17:00,0.8
20-01-01 16:00,0.7
20-01-01 15:00,0.7
20-01-01 14:00,0.7
20-01-01 13:00,0.7
20-01-01 12:00,
20-01-01 11:00,0.6
20-01-01 10:00,0.7
20-01-01 09:00,0.6
20-01-01 08:00,0.6
20-01-01 07:00,0.5
20-01-01 06:00,0.5
20-01-01 05:00,0.5
20-01-01 04:00,0.5
20-01-01 03:00,0.5
20-01-01 02:00,0.5
20-01-01 01:00,0.5
20-01-01 00:00,0.5
19-01-01 23:00,0.5
19-01-01 22:00,0.5
19-01-01 21:00,0.5
19-01-01 20:00,0.5
19-01-01 19:00,0.6
19-01-01 18:00,0.6
19-01-01 17:00,0.7
19-01-01 16:00,0.6
19-01-01 15:00,0.6
19-01-01 14:00,0.6
19-01-01 13:00,0.5
19-01-01 12:00,0.5
19-01-01 11:00,0.6
19-01-01 10:00,0.6
19-01-01 09:00,0.6
19-01-01 08:00,0.6
19-01-01 07:00,0.6
19-01-01 06:00,0.5
19-01-01 05:00,0.5
19-01-01 04:00,0.4
19-01-01 03:00,0.4
19-01-01 02:00,0.4
19-01-01 01:00,0.4
19-01-01 00:00,0.5
18-01-01 23:00,0.5
18-01-01 22:00,1.4
18-01-01 21:00,1.6
18-01-01 20:00,1.5
18-01-01 19:00,1.4
18-01-01 18:00,1.4
18-01-01 17:00,1.3
18-01-01 16:00,1.4
18-01-01 15:00,0.7
18-01-01 14:00,0.6
18-01-01 13:00,0.6
18-01-01 12:00,
18-01-01 11:00,0.6
18-01-01 10:00,0.6
18-01-01 09:00,0.7
18-01-01 08:00,0.7
18-01-01 07:00,0.5
18-01-01 06:00,0.5
18-01-01 05:00,0.4
18-01-01 04:00,0.4
18-01-01 03:00,0.4
18-01-01 02:00,0.4
18-01-01 01:00,0.4
18-01-01 00:00,0.4
17-01-01 23:00,0.4
17-01-01 22:00,0.4
17-01-01 21:00,0.4
17-01-01 20:00,0.5
17-01-01 19:00,0.5
17-01-01 18:00,0.5
17-01-01 17:00,0.6
17-01-01 16:00,0.6
17-01-01 15:00,0.5
17-01-01 14:00,0.5
17-01-01 13:00,0.5
17-01-01 12:00,0.4
17-01-01 11:00,0.5
17-01-01 10:00,
17-01-01 09:00,0.4
17-01-01 08:00,0.4
17-01-01 07:00,
17-01-01 06:00,0.3
17-01-01 05:00,0.3
17-01-01 04:00,0.2
17-01-01 03:00,0.2
17-01-01 02:00,0.3
17-01-01 01:00,0.2
17-01-01 00:00,0.3
16-01-01 23:00,0.6
16-01-01 22:00,1.0
16-01-01 21:00,0.9
16-01-01 20:00,1.4
16-01-01 19:00,1.2
16-01-01 18:00,1.1
16-01-01 17:00,0.6
16-01-01 16:00,0.5
16-01-01 15:00,0.4
16-01-01 14:00,0.4
16-01-01 13:00,0.4
16-01-01 12:00,0.4
16-01-01 11:00,0.6
16-01-01 10:00,1.5
16-01-01 09:00,1.1
16-01-01 08:00,1.5
16-01-01 07:00,2.1
16-01-01 06:00,0.7
16-01-01 05:00,0.5
16-01-01 04:00,0.5
16-01-01 03:00,0.5
16-01-01 02:00,0.4
16-01-01 01:00,0.5
16-01-01 00:00,0.6
15-01-01 23:00,1.1
15-01-01 22:00,1.3
15-01-01 21:00,1.0
15-01-01 20:00,1.0
15-01-01 19:00,1.3
15-01-01 18:00,1.3
15-01-01 17:00,1.0
15-01-01 16:00,0.8
15-01-01 15:00,0.7
15-01-01 14:00,0.6
15-01-01 13:00,0.5
15-01-01 12:00,0.6
15-01-01 11:00,0.6
15-01-01 10:00,0.7
15-01-01 09:00,1.0
15-01-01 08:00,
15-01-01 07:00,1.1
15-01-01 06:00,0.6
15-01-01 05:00,0.4
15-01-01 04:00,0.4
15-01-01 03:00,0.4
15-01-01 02:00,0.4
15-01-01 01:00,0.4
15-01-01 00:00,0.5
14-01-01 23:00,0.5
14-01-01 22:00,0.5
14-01-01 21:00,0.6
14-01-01 20:00,0.6
14-01-01 19:00,0.7
14-01-01 18:00,0.8
14-01-01 17:00,0.8
14-01-01 16:00,0.7
14-01-01 15:00,0.8
14-01-01 14:00,0.6
14-01-01 13:00,0.6
14-01-01 12:00,0.6
14-01-01 11:00,0.6
14-01-01 10:00,
14-01-01 09:00,0.5
14-01-01 08:00,0.4
14-01-01 07:00,0.3
14-01-01 06:00,0.4
14-01-01 05:00,0.3
14-01-01 04:00,0.4
14-01-01 03:00,0.3
14-01-01 02:00,0.3
14-01-01 01:00,0.4
14-01-01 00:00,0.4
13-01-01 23:00,0.5
13-01-01 22:00,0.6
13-01-01 21:00,0.6
13-01-01 20:00,0.5
13-01-01 19:00,0.5
13-01-01 18:00,0.5
13-01-01 17:00,0.6
13-01-01 16:00,0.5
13-01-01 15:00,0.6
13-01-01 14:00,0.5
13-01-01 13:00,0.8
13-01-01 12:00,0.6
13-01-01 11:00,1.0
13-01-01 10:00,1.0
13-01-01 09:00,0.9
13-01-01 08:00,0.5
13-01-01 07:00,0.4
13-01-01 06:00,0.5
13-01-01 05:00,0.7
13-01-01 04:00,0.6
13-01-01 03:00,0.4
13-01-01 02:00,0.4
13-01-01 01:00,0.4
13-01-01 00:00,0.4
12-01-01 23:00,0.8
12-01-01 22:00,1.0
12-01-01 21:00,1.8
12-01-01 20:00,0.8
12-01-01 19:00,0.7
12-01-01 18:00,0.7
12-01-01 17:00,0.7
12-01-01 16:00,0.8
12-01-01 15:00,0.9
12-01-01 14:00,0.7
12-01-01 13:00,0.7
12-01-01 12:00,0.8
12-01-01 11:00,1.1
12-01-01 10:00,
12-01-01 09:00,0.2
12-01-01 08:00,0.8
12-01-01 07:00,0.5
12-01-01 06:00,0.1
12-01-01 05:00,0.1
12-01-01 04:00,0.1
12-01-01 03:00,0.1
12-01-01 02:00,0.1
12-01-01 01:00,0.1
12-01-01 00:00,0.1
11-01-01 23:00,0.2
11-01-01 22:00,0.2
11-01-01 21:00,0.4
11-01-01 20:00,0.5
11-01-01 19:00,1.2
11-01-01 18:00,1.4
11-01-01 17:00,1.9
11-01-01 16:00,0.4
11-01-01 15:00,0.3
11-01-01 14:00,0.2
11-01-01 13:00,0.2
11-01-01 12:00,0.2
11-01-01 11:00,0.4
11-01-01 10:00,0.5
11-01-01 09:00,0.3
11-01-01 08:00,0.5
11-01-01 07:00,0.7
11-01-01 06:00,0.3
11-01-01 05:00,0.1
11-01-01 04:00,0.1
11-01-01 03:00,
11-01-01 02:00,0.1
11-01-01 01:00,0.1
11-01-01 00:00,0.1
10-01-01 23:00,0.1
10-01-01 22:00,0.2
10-01-01 21:00,0.2
10-01-01 20:00,0.1
10-01-01 19:00,0.2
10-01-01 18:00,0.2
10-01-01 17:00,0.1
10-01-01 16:00,0.1
10-01-01 15:00,0.1
10-01-01 14:00,0.1
10-01-01 13:00,0.1
10-01-01 12:00,0.1
10-01-01 11:00,0.2
10-01-01 10:00,0.7
10-01-01 09:00,0.5
10-01-01 08:00,0.4
10-01-01 07:00,0.5
10-01-01 06:00,0.1
10-01-01 05:00,0.1
10-01-01 04:00,0.1
