Datum Zeit,Chemnitz-Mitte CO
,mg/m3
01-10-01 00:00,0.2
30-09-01 23:00,0.6
30-09-01 22:00,
30-09-01 21:00,0.5
30-09-01 20:00,0.5
30-09-01 19:00,0.2
30-09-01 18:00,0.2
30-09-01 17:00,0.4
30-09-01 16:00,0.1
30-09-01 15:00,0.1
30-09-01 14:00,0.2
30-09-01 13:00,0.1
30-09-01 12:00,0.1
30-09-01 11:00,0.2
30-09-01 10:00,0.3
30-09-01 09:00,1.3
30-09-01 08:00,0.2
30-09-01 07:00,0.2
30-09-01 06:00,0.4
30-09-01 05:00,0.5
30-09-01 04:00,0.4
30-09-01 03:00,0.3
30-09-01 02:00,0.4
30-09-01 01:00,0.4
30-09-01 00:00,1.0
29-09-01 23:00,1.6
29-09-01 22:00,1.5
29-09-01 21:00,0.4
29-09-01 20:00,0.1
29-09-01 19:00,0.2
29-09-01 18:00,0.3
29-09-01 17:00,0.1
29-09-01 16:00,0.1
29-09-01 15:00,0.1
29-09-01 14:00,0.1
29-09-01 13:00,0.1
29-09-01 12:00,0.1
29-09-01 11:00,0.1
29-09-01 10:00,0.1
29-09-01 09:00,0.2
29-09-01 08:00,0.4
29-09-01 07:00,1.0
29-09-01 06:00,0.5
29-09-01 05:00,0.1
29-09-01 04:00,0.3
29-09-01 03:00,0.3
29-09-01 02:00,0.4
29-09-01 01:00,1.0
29-09-01 00:00,0.7
28-09-01 23:00,
28-09-01 22:00,0.7
28-09-01 21:00,0.6
28-09-01 20:00,0.9
28-09-01 19:00,0.8
28-09-01 18:00,0.4
28-09-01 17:00,0.3
28-09-01 16:00,0.1
28-09-01 15:00,0.3
28-09-01 14:00,0.3
28-09-01 13:00,0.2
28-09-01 12:00,0.2
28-09-01 11:00,0.1
28-09-01 10:00,0.1
28-09-01 09:00,0.1
28-09-01 08:00,0.2
28-09-01 07:00,0.1
28-09-01 06:00,0.1
28-09-01 05:00,0.1
28-09-01 04:00,0.1
28-09-01 03:00,0.1
28-09-01 02:00,0.1
28-09-01 01:00,0.1
28-09-01 00:00,0.1
27-09-01 23:00,0.1
27-09-01 22:00,0.1
27-09-01 21:00,0.1
27-09-01 20:00,0.1
27-09-01 19:00,0.1
27-09-01 18:00,0.2
27-09-01 17:00,0.2
27-09-01 16:00,0.1
27-09-01 15:00,0.1
27-09-01 14:00,0.1
27-09-01 13:00,0.2
27-09-01 12:00,0.2
27-09-01 11:00,0.5
27-09-01 10:00,0.7
27-09-01 09:00,0.9
27-09-01 08:00,1.3
27-09-01 07:00,0.9
27-09-01 06:00,0.5
27-09-01 05:00,0.3
27-09-01 04:00,0.1
27-09-01 03:00,0.1
27-09-01 02:00,0.1
27-09-01 01:00,0.2
27-09-01 00:00,0.3
26-09-01 23:00,
26-09-01 22:00,0.4
26-09-01 21:00,0.7
26-09-01 20:00,1.3
26-09-01 19:00,1.3
26-09-01 18:00,0.2
26-09-01 17:00,0.3
26-09-01 16:00,0.3
26-09-01 15:00,0.3
26-09-01 14:00,0.1
26-09-01 13:00,0.2
26-09-01 12:00,0.1
26-09-01 11:00,0.2
26-09-01 10:00,0.2
26-09-01 09:00,0.3
26-09-01 08:00,0.1
26-09-01 07:00,0.3
26-09-01 06:00,0.1
26-09-01 05:00,0.1
26-09-01 04:00,0.1
26-09-01 03:00,0.1
26-09-01 02:00,0.1
26-09-01 01:00,0.1
26-09-01 00:00,0.1
25-09-01 23:00,0.1
25-09-01 22:00,0.2
25-09-01 21:00,0.4
25-09-01 20:00,0.3
25-09-01 19:00,0.3
25-09-01 18:00,0.3
25-09-01 17:00,0.5
25-09-01 16:00,0.5
25-09-01 15:00,0.8
25-09-01 14:00,0.4
25-09-01 13:00,0.2
25-09-01 12:00,0.3
25-09-01 11:00,0.3
25-09-01 10:00,0.4
25-09-01 09:00,0.4
25-09-01 08:00,0.2
25-09-01 07:00,0.3
25-09-01 06:00,0.2
25-09-01 05:00,0.1
25-09-01 04:00,0.1
25-09-01 03:00,0.1
25-09-01 02:00,0.1
25-09-01 01:00,0.1
25-09-01 00:00,
24-09-01 23:00,0.1
24-09-01 22:00,0.1
24-09-01 21:00,0.1
24-09-01 20:00,0.1
24-09-01 19:00,0.4
24-09-01 18:00,0.4
24-09-01 17:00,0.5
24-09-01 16:00,0.8
24-09-01 15:00,0.5
24-09-01 14:00,0.3
24-09-01 13:00,0.3
24-09-01 12:00,0.4
24-09-01 11:00,0.3
24-09-01 10:00,0.3
24-09-01 09:00,0.4
24-09-01 08:00,0.2
24-09-01 07:00,0.2
24-09-01 06:00,0.3
24-09-01 05:00,0.1
24-09-01 04:00,0.1
24-09-01 03:00,0.1
24-09-01 02:00,0.1
24-09-01 01:00,0.1
24-09-01 00:00,0.2
23-09-01 23:00,0.4
23-09-01 22:00,0.7
23-09-01 21:00,0.4
23-09-01 20:00,0.2
23-09-01 19:00,0.3
23-09-01 18:00,0.2
23-09-01 17:00,0.1
23-09-01 16:00,0.1
