Datum Zeit,Freiberg DRUCK
,hPa
01-02-19 00:00,
31-01-19 23:00,
31-01-19 22:00,
31-01-19 21:00,
31-01-19 20:00,
31-01-19 19:00,
31-01-19 18:00,
31-01-19 17:00,
31-01-19 16:00,
31-01-19 15:00,
31-01-19 14:00,
31-01-19 13:00,
31-01-19 12:00,
31-01-19 11:00,
31-01-19 10:00,
31-01-19 09:00,
31-01-19 08:00,
31-01-19 07:00,
31-01-19 06:00,
31-01-19 05:00,
31-01-19 04:00,999
31-01-19 03:00,999
31-01-19 02:00,999
31-01-19 01:00,999
31-01-19 00:00,999
30-01-19 23:00,999
30-01-19 22:00,998
30-01-19 21:00,998
30-01-19 20:00,998
30-01-19 19:00,998
30-01-19 18:00,998
30-01-19 17:00,997
30-01-19 16:00,997
30-01-19 15:00,997
30-01-19 14:00,997
30-01-19 13:00,997
30-01-19 12:00,998
30-01-19 11:00,998
30-01-19 10:00,998
30-01-19 09:00,998
30-01-19 08:00,998
30-01-19 07:00,998
30-01-19 06:00,999
30-01-19 05:00,999
30-01-19 04:00,1000
30-01-19 03:00,1001
30-01-19 02:00,1001
30-01-19 01:00,1002
30-01-19 00:00,1002
29-01-19 23:00,1003
29-01-19 22:00,1003
29-01-19 21:00,1004
29-01-19 20:00,1004
29-01-19 19:00,1005
29-01-19 18:00,1005
29-01-19 17:00,1005
29-01-19 16:00,1005
29-01-19 15:00,1005
29-01-19 14:00,1005
29-01-19 13:00,1005
29-01-19 12:00,1005
29-01-19 11:00,1005
29-01-19 10:00,1005
29-01-19 09:00,1004
29-01-19 08:00,1003
29-01-19 07:00,1003
29-01-19 06:00,1002
29-01-19 05:00,1001
29-01-19 04:00,1000
29-01-19 03:00,999
29-01-19 02:00,998
29-01-19 01:00,997
29-01-19 00:00,996
28-01-19 23:00,996
28-01-19 22:00,995
28-01-19 21:00,994
28-01-19 20:00,993
28-01-19 19:00,993
28-01-19 18:00,993
28-01-19 17:00,993
28-01-19 16:00,993
28-01-19 15:00,992
28-01-19 14:00,992
28-01-19 13:00,993
28-01-19 12:00,993
28-01-19 11:00,993
28-01-19 10:00,993
28-01-19 09:00,993
28-01-19 08:00,992
28-01-19 07:00,992
28-01-19 06:00,992
28-01-19 05:00,992
28-01-19 04:00,991
28-01-19 03:00,990
28-01-19 02:00,989
28-01-19 01:00,989
28-01-19 00:00,989
27-01-19 23:00,989
27-01-19 22:00,989
27-01-19 21:00,989
27-01-19 20:00,988
27-01-19 19:00,989
27-01-19 18:00,989
27-01-19 17:00,989
27-01-19 16:00,989
27-01-19 15:00,990
27-01-19 14:00,990
27-01-19 13:00,991
27-01-19 12:00,992
27-01-19 11:00,992
27-01-19 10:00,993
27-01-19 09:00,993
27-01-19 08:00,993
27-01-19 07:00,994
27-01-19 06:00,995
27-01-19 05:00,996
27-01-19 04:00,997
27-01-19 03:00,999
27-01-19 02:00,1000
27-01-19 01:00,1000
27-01-19 00:00,1001
26-01-19 23:00,1001
26-01-19 22:00,1002
26-01-19 21:00,1002
26-01-19 20:00,1003
26-01-19 19:00,1003
26-01-19 18:00,1003
26-01-19 17:00,1003
26-01-19 16:00,1003
26-01-19 15:00,1003
26-01-19 14:00,1003
26-01-19 13:00,1003
26-01-19 12:00,1004
26-01-19 11:00,1004
26-01-19 10:00,1005
26-01-19 09:00,1005
26-01-19 08:00,1005
26-01-19 07:00,1005
26-01-19 06:00,1005
26-01-19 05:00,1005
26-01-19 04:00,1006
26-01-19 03:00,1007
26-01-19 02:00,1008
26-01-19 01:00,1010
26-01-19 00:00,1010
25-01-19 23:00,1011
25-01-19 22:00,1012
25-01-19 21:00,1012
25-01-19 20:00,1013
25-01-19 19:00,1013
25-01-19 18:00,1013
25-01-19 17:00,1013
25-01-19 16:00,1013
25-01-19 15:00,1013
25-01-19 14:00,1014
25-01-19 13:00,1014
25-01-19 12:00,1014
25-01-19 11:00,1014
25-01-19 10:00,1014
25-01-19 09:00,1014
25-01-19 08:00,1013
25-01-19 07:00,1013
25-01-19 06:00,1012
25-01-19 05:00,1012
25-01-19 04:00,1012
25-01-19 03:00,1012
25-01-19 02:00,1012
25-01-19 01:00,1012
25-01-19 00:00,1012
24-01-19 23:00,1012
24-01-19 22:00,1012
24-01-19 21:00,1011
24-01-19 20:00,1011
24-01-19 19:00,1010
24-01-19 18:00,1010
24-01-19 17:00,1009
24-01-19 16:00,1009
24-01-19 15:00,1009
24-01-19 14:00,
24-01-19 13:00,
24-01-19 12:00,1009
24-01-19 11:00,1008
24-01-19 10:00,1008
24-01-19 09:00,1008
24-01-19 08:00,1007
24-01-19 07:00,1007
24-01-19 06:00,1006
24-01-19 05:00,1006
24-01-19 04:00,1005
24-01-19 03:00,1005
24-01-19 02:00,1005
24-01-19 01:00,1005
24-01-19 00:00,1004
23-01-19 23:00,1003
23-01-19 22:00,1003
23-01-19 21:00,1003
23-01-19 20:00,1002
23-01-19 19:00,1002
23-01-19 18:00,1001
23-01-19 17:00,1000
23-01-19 16:00,1000
23-01-19 15:00,1000
23-01-19 14:00,1000
23-01-19 13:00,1000
23-01-19 12:00,1000
23-01-19 11:00,1000
23-01-19 10:00,1000
23-01-19 09:00,1000
23-01-19 08:00,1000
23-01-19 07:00,1000
23-01-19 06:00,1001
23-01-19 05:00,1001
23-01-19 04:00,1002
23-01-19 03:00,1002
23-01-19 02:00,1002
23-01-19 01:00,1003
23-01-19 00:00,1004
22-01-19 23:00,1004
22-01-19 22:00,1005
22-01-19 21:00,1005
22-01-19 20:00,1006
22-01-19 19:00,1006
22-01-19 18:00,1007
22-01-19 17:00,1008
22-01-19 16:00,1008
22-01-19 15:00,1009
22-01-19 14:00,1010
22-01-19 13:00,1011
22-01-19 12:00,1012
22-01-19 11:00,1012
22-01-19 10:00,1013
22-01-19 09:00,1013
22-01-19 08:00,1013
22-01-19 07:00,1014
22-01-19 06:00,1014
22-01-19 05:00,1015
22-01-19 04:00,1015
22-01-19 03:00,1016
22-01-19 02:00,1017
22-01-19 01:00,1017
22-01-19 00:00,1018
21-01-19 23:00,1018
21-01-19 22:00,1018
21-01-19 21:00,1018
21-01-19 20:00,1019
21-01-19 19:00,1019
21-01-19 18:00,1019
21-01-19 17:00,1019
21-01-19 16:00,1019
21-01-19 15:00,1020
21-01-19 14:00,1021
21-01-19 13:00,1021
21-01-19 12:00,1022
21-01-19 11:00,1022
21-01-19 10:00,1022
21-01-19 09:00,1022
21-01-19 08:00,1022
21-01-19 07:00,1022
21-01-19 06:00,1022
21-01-19 05:00,1021
21-01-19 04:00,1022
21-01-19 03:00,1022
21-01-19 02:00,1022
21-01-19 01:00,1021
21-01-19 00:00,1021
20-01-19 23:00,1021
20-01-19 22:00,1020
20-01-19 21:00,1020
20-01-19 20:00,1019
20-01-19 19:00,1019
20-01-19 18:00,1018
20-01-19 17:00,1018
20-01-19 16:00,1017
20-01-19 15:00,1017
20-01-19 14:00,1017
20-01-19 13:00,1017
20-01-19 12:00,1017
20-01-19 11:00,1017
20-01-19 10:00,1016
20-01-19 09:00,1016
20-01-19 08:00,1015
20-01-19 07:00,1015
20-01-19 06:00,1015
20-01-19 05:00,1015
20-01-19 04:00,1015
20-01-19 03:00,1015
20-01-19 02:00,1015
20-01-19 01:00,1016
20-01-19 00:00,1016
19-01-19 23:00,1016
19-01-19 22:00,1016
19-01-19 21:00,1017
19-01-19 20:00,1017
19-01-19 19:00,1017
19-01-19 18:00,1017
19-01-19 17:00,1017
19-01-19 16:00,1018
19-01-19 15:00,1018
19-01-19 14:00,1018
19-01-19 13:00,1019
19-01-19 12:00,1019
19-01-19 11:00,1020
19-01-19 10:00,1020
19-01-19 09:00,1020
19-01-19 08:00,1019
19-01-19 07:00,1020
19-01-19 06:00,1020
19-01-19 05:00,1020
19-01-19 04:00,1020
19-01-19 03:00,1020
19-01-19 02:00,1020
19-01-19 01:00,1020
19-01-19 00:00,1021
18-01-19 23:00,1021
18-01-19 22:00,1020
18-01-19 21:00,1020
18-01-19 20:00,1020
18-01-19 19:00,1020
18-01-19 18:00,1019
18-01-19 17:00,1019
18-01-19 16:00,1019
18-01-19 15:00,1019
18-01-19 14:00,1018
18-01-19 13:00,1018
18-01-19 12:00,1018
18-01-19 11:00,1017
18-01-19 10:00,1016
18-01-19 09:00,1014
18-01-19 08:00,1013
18-01-19 07:00,1011
18-01-19 06:00,1010
18-01-19 05:00,1009
18-01-19 04:00,1008
18-01-19 03:00,1008
18-01-19 02:00,1007
18-01-19 01:00,1006
18-01-19 00:00,1005
17-01-19 23:00,1005
17-01-19 22:00,1004
17-01-19 21:00,1003
17-01-19 20:00,1001
17-01-19 19:00,1001
17-01-19 18:00,1001
17-01-19 17:00,1001
17-01-19 16:00,1001
17-01-19 15:00,1001
17-01-19 14:00,1001
17-01-19 13:00,1002
17-01-19 12:00,1002
17-01-19 11:00,1003
17-01-19 10:00,1003
17-01-19 09:00,1002
17-01-19 08:00,1002
17-01-19 07:00,1002
17-01-19 06:00,1001
17-01-19 05:00,1001
17-01-19 04:00,1002
17-01-19 03:00,1002
17-01-19 02:00,1002
17-01-19 01:00,1003
17-01-19 00:00,1003
16-01-19 23:00,1004
16-01-19 22:00,1005
16-01-19 21:00,1005
16-01-19 20:00,1006
16-01-19 19:00,1007
16-01-19 18:00,1008
16-01-19 17:00,1008
16-01-19 16:00,1009
16-01-19 15:00,1009
16-01-19 14:00,1010
16-01-19 13:00,1011
16-01-19 12:00,1011
16-01-19 11:00,1012
16-01-19 10:00,1012
16-01-19 09:00,1012
16-01-19 08:00,1012
16-01-19 07:00,1012
16-01-19 06:00,1012
16-01-19 05:00,1012
16-01-19 04:00,1012
16-01-19 03:00,1012
16-01-19 02:00,1011
16-01-19 01:00,1012
16-01-19 00:00,1012
15-01-19 23:00,1012
15-01-19 22:00,1011
15-01-19 21:00,1011
15-01-19 20:00,1011
15-01-19 19:00,1011
15-01-19 18:00,1011
15-01-19 17:00,1012
15-01-19 16:00,1012
15-01-19 15:00,1012
15-01-19 14:00,1012
15-01-19 13:00,1013
15-01-19 12:00,1013
15-01-19 11:00,1014
15-01-19 10:00,1014
15-01-19 09:00,1014
15-01-19 08:00,1014
15-01-19 07:00,1014
15-01-19 06:00,1013
15-01-19 05:00,1013
15-01-19 04:00,1013
15-01-19 03:00,1012
15-01-19 02:00,1012
15-01-19 01:00,1012
15-01-19 00:00,1012
14-01-19 23:00,1012
14-01-19 22:00,1011
14-01-19 21:00,1011
14-01-19 20:00,1010
14-01-19 19:00,1009
14-01-19 18:00,1007
14-01-19 17:00,1006
14-01-19 16:00,1005
14-01-19 15:00,1004
14-01-19 14:00,1003
14-01-19 13:00,1003
14-01-19 12:00,1003
14-01-19 11:00,1003
14-01-19 10:00,1002
14-01-19 09:00,1001
14-01-19 08:00,1000
14-01-19 07:00,1000
14-01-19 06:00,998
14-01-19 05:00,997
14-01-19 04:00,995
14-01-19 03:00,994
14-01-19 02:00,993
14-01-19 01:00,992
14-01-19 00:00,992
13-01-19 23:00,992
13-01-19 22:00,992
13-01-19 21:00,991
13-01-19 20:00,992
13-01-19 19:00,993
13-01-19 18:00,994
13-01-19 17:00,995
13-01-19 16:00,996
13-01-19 15:00,997
13-01-19 14:00,999
13-01-19 13:00,1000
13-01-19 12:00,1002
13-01-19 11:00,1003
13-01-19 10:00,1004
13-01-19 09:00,1005
13-01-19 08:00,1005
13-01-19 07:00,1005
13-01-19 06:00,1005
13-01-19 05:00,1006
13-01-19 04:00,1006
13-01-19 03:00,1006
13-01-19 02:00,1006
13-01-19 01:00,1006
13-01-19 00:00,1006
12-01-19 23:00,1007
12-01-19 22:00,1007
12-01-19 21:00,1008
12-01-19 20:00,1008
12-01-19 19:00,1009
12-01-19 18:00,1009
12-01-19 17:00,1010
12-01-19 16:00,1011
12-01-19 15:00,1012
12-01-19 14:00,1013
12-01-19 13:00,1014
12-01-19 12:00,1015
12-01-19 11:00,1016
12-01-19 10:00,1016
12-01-19 09:00,1016
12-01-19 08:00,1016
12-01-19 07:00,1016
12-01-19 06:00,1016
12-01-19 05:00,1016
12-01-19 04:00,1016
12-01-19 03:00,1016
12-01-19 02:00,1015
12-01-19 01:00,1015
12-01-19 00:00,1015
11-01-19 23:00,1015
11-01-19 22:00,1015
11-01-19 21:00,1015
11-01-19 20:00,1015
11-01-19 19:00,1015
11-01-19 18:00,1015
11-01-19 17:00,1015
11-01-19 16:00,1016
11-01-19 15:00,1016
11-01-19 14:00,1017
11-01-19 13:00,1018
11-01-19 12:00,1019
11-01-19 11:00,1019
11-01-19 10:00,1020
11-01-19 09:00,1020
11-01-19 08:00,1021
11-01-19 07:00,1021
11-01-19 06:00,1021
11-01-19 05:00,1022
11-01-19 04:00,1023
11-01-19 03:00,1023
11-01-19 02:00,1023
11-01-19 01:00,1023
11-01-19 00:00,1023
10-01-19 23:00,1023
10-01-19 22:00,1023
10-01-19 21:00,1023
10-01-19 20:00,1023
10-01-19 19:00,1022
10-01-19 18:00,1022
10-01-19 17:00,1022
10-01-19 16:00,1021
10-01-19 15:00,1021
10-01-19 14:00,1021
10-01-19 13:00,1021
10-01-19 12:00,1021
10-01-19 11:00,1020
10-01-19 10:00,1019
10-01-19 09:00,1019
10-01-19 08:00,1018
10-01-19 07:00,1017
10-01-19 06:00,1017
10-01-19 05:00,1016
10-01-19 04:00,1015
10-01-19 03:00,1015
10-01-19 02:00,1014
10-01-19 01:00,1013
10-01-19 00:00,1013
09-01-19 23:00,1012
09-01-19 22:00,1011
09-01-19 21:00,1010
09-01-19 20:00,1009
09-01-19 19:00,1008
09-01-19 18:00,1008
09-01-19 17:00,1007
09-01-19 16:00,1006
09-01-19 15:00,1006
09-01-19 14:00,1005
09-01-19 13:00,1005
09-01-19 12:00,1004
09-01-19 11:00,1004
09-01-19 10:00,1004
09-01-19 09:00,1003
09-01-19 08:00,1002
09-01-19 07:00,1002
09-01-19 06:00,1002
09-01-19 05:00,1001
09-01-19 04:00,1001
09-01-19 03:00,1001
09-01-19 02:00,1001
09-01-19 01:00,1001
09-01-19 00:00,1001
08-01-19 23:00,1001
08-01-19 22:00,1001
08-01-19 21:00,1001
08-01-19 20:00,1001
08-01-19 19:00,1001
08-01-19 18:00,1001
08-01-19 17:00,1001
08-01-19 16:00,1001
08-01-19 15:00,1002
08-01-19 14:00,1002
08-01-19 13:00,1003
08-01-19 12:00,1005
08-01-19 11:00,1006
08-01-19 10:00,1006
08-01-19 09:00,1007
08-01-19 08:00,1008
08-01-19 07:00,1009
08-01-19 06:00,1010
08-01-19 05:00,1011
08-01-19 04:00,1013
08-01-19 03:00,1014
08-01-19 02:00,1015
08-01-19 01:00,1017
08-01-19 00:00,1019
07-01-19 23:00,1020
07-01-19 22:00,1022
07-01-19 21:00,1023
07-01-19 20:00,1024
07-01-19 19:00,1025
07-01-19 18:00,1026
07-01-19 17:00,1026
07-01-19 16:00,1027
07-01-19 15:00,1027
07-01-19 14:00,1027
07-01-19 13:00,1027
07-01-19 12:00,1028
07-01-19 11:00,1028
07-01-19 10:00,1028
07-01-19 09:00,1028
07-01-19 08:00,1028
07-01-19 07:00,1028
07-01-19 06:00,1028
07-01-19 05:00,1028
07-01-19 04:00,1028
07-01-19 03:00,1028
07-01-19 02:00,1028
07-01-19 01:00,1028
07-01-19 00:00,1028
06-01-19 23:00,1028
06-01-19 22:00,1028
06-01-19 21:00,1028
06-01-19 20:00,1028
06-01-19 19:00,1028
06-01-19 18:00,1028
06-01-19 17:00,1028
06-01-19 16:00,1028
06-01-19 15:00,1027
06-01-19 14:00,1027
06-01-19 13:00,1027
06-01-19 12:00,1027
06-01-19 11:00,1027
06-01-19 10:00,1027
06-01-19 09:00,1026
06-01-19 08:00,1025
06-01-19 07:00,1025
06-01-19 06:00,1024
06-01-19 05:00,1024
06-01-19 04:00,1024
06-01-19 03:00,1024
06-01-19 02:00,1023
06-01-19 01:00,1023
06-01-19 00:00,1022
05-01-19 23:00,1022
05-01-19 22:00,1021
05-01-19 21:00,1021
05-01-19 20:00,1021
05-01-19 19:00,1021
05-01-19 18:00,1021
05-01-19 17:00,1020
05-01-19 16:00,1020
05-01-19 15:00,1019
05-01-19 14:00,1019
05-01-19 13:00,1018
05-01-19 12:00,1018
05-01-19 11:00,1018
05-01-19 10:00,1018
05-01-19 09:00,1018
05-01-19 08:00,1018
05-01-19 07:00,1018
05-01-19 06:00,1018
05-01-19 05:00,1019
05-01-19 04:00,1020
05-01-19 03:00,1022
05-01-19 02:00,1022
05-01-19 01:00,1023
05-01-19 00:00,1023
04-01-19 23:00,1024
04-01-19 22:00,1025
04-01-19 21:00,1025
04-01-19 20:00,1025
04-01-19 19:00,1025
04-01-19 18:00,1025
04-01-19 17:00,1025
04-01-19 16:00,1026
04-01-19 15:00,1027
04-01-19 14:00,1027
04-01-19 13:00,1029
04-01-19 12:00,1030
04-01-19 11:00,1031
04-01-19 10:00,1032
04-01-19 09:00,1032
04-01-19 08:00,1032
04-01-19 07:00,1032
04-01-19 06:00,1032
04-01-19 05:00,1033
04-01-19 04:00,1033
04-01-19 03:00,1033
04-01-19 02:00,1033
04-01-19 01:00,1033
04-01-19 00:00,1033
03-01-19 23:00,1033
03-01-19 22:00,1033
03-01-19 21:00,1032
03-01-19 20:00,1032
03-01-19 19:00,1032
03-01-19 18:00,1032
03-01-19 17:00,1032
03-01-19 16:00,1032
03-01-19 15:00,1031
03-01-19 14:00,1031
03-01-19 13:00,1031
03-01-19 12:00,1031
03-01-19 11:00,1032
03-01-19 10:00,1032
03-01-19 09:00,1032
03-01-19 08:00,1031
03-01-19 07:00,1031
03-01-19 06:00,1031
03-01-19 05:00,1031
03-01-19 04:00,1031
03-01-19 03:00,1031
03-01-19 02:00,1031
03-01-19 01:00,1030
03-01-19 00:00,1030
02-01-19 23:00,1030
02-01-19 22:00,1030
