Datum Zeit,Dresden-Nord BEN
,µg/m³
01-11-01 00:00,0.9
31-10-01 23:00,1.9
31-10-01 22:00,1.7
31-10-01 21:00,1.3
31-10-01 20:00,2.1
31-10-01 19:00,1.8
31-10-01 18:00,1.6
31-10-01 17:00,2.0
31-10-01 16:00,2.5
31-10-01 15:00,1.7
31-10-01 14:00,1.4
31-10-01 13:00,2.0
31-10-01 12:00,2.8
31-10-01 11:00,3.7
31-10-01 10:00,2.6
31-10-01 09:00,0.9
31-10-01 08:00,0.5
31-10-01 07:00,0.6
31-10-01 06:00,1.1
31-10-01 05:00,0.5
31-10-01 04:00,1.0
31-10-01 03:00,3.3
31-10-01 02:00,7.2
31-10-01 01:00,5.5
31-10-01 00:00,6.9
30-10-01 23:00,8.2
30-10-01 22:00,6.3
30-10-01 21:00,3.7
30-10-01 20:00,3.4
30-10-01 19:00,5.5
30-10-01 18:00,5.3
30-10-01 17:00,
30-10-01 16:00,
30-10-01 15:00,
30-10-01 14:00,
30-10-01 13:00,
30-10-01 12:00,
30-10-01 11:00,
30-10-01 10:00,2.9
30-10-01 09:00,2.2
30-10-01 08:00,2.3
30-10-01 07:00,1.9
30-10-01 06:00,0.9
30-10-01 05:00,0.7
30-10-01 04:00,0.7
30-10-01 03:00,1.0
30-10-01 02:00,0.9
30-10-01 01:00,1.3
30-10-01 00:00,3.1
29-10-01 23:00,2.2
29-10-01 22:00,2.1
29-10-01 21:00,3.7
29-10-01 20:00,4.9
29-10-01 19:00,5.5
29-10-01 18:00,5.4
29-10-01 17:00,4.4
29-10-01 16:00,4.0
29-10-01 15:00,3.5
29-10-01 14:00,2.6
29-10-01 13:00,2.5
29-10-01 12:00,3.8
29-10-01 11:00,
29-10-01 10:00,
29-10-01 09:00,
29-10-01 08:00,
29-10-01 07:00,3.7
29-10-01 06:00,1.6
29-10-01 05:00,1.4
29-10-01 04:00,0.8
29-10-01 03:00,0.8
29-10-01 02:00,1.3
29-10-01 01:00,1.8
29-10-01 00:00,2.3
28-10-01 23:00,2.5
28-10-01 22:00,2.6
28-10-01 21:00,3.9
28-10-01 20:00,3.1
28-10-01 19:00,4.6
28-10-01 18:00,5.4
28-10-01 17:00,8.4
28-10-01 16:00,7.4
28-10-01 15:00,6.8
28-10-01 14:00,4.4
28-10-01 13:00,9.2
28-10-01 12:00,6.6
28-10-01 11:00,5.3
28-10-01 10:00,4.1
28-10-01 09:00,3.9
28-10-01 08:00,3.8
28-10-01 07:00,3.2
28-10-01 06:00,3.1
28-10-01 05:00,3.1
28-10-01 04:00,3.9
28-10-01 03:00,4.3
28-10-01 02:00,4.6
28-10-01 01:00,5.0
28-10-01 00:00,4.2
27-10-01 23:00,5.7
27-10-01 22:00,4.4
27-10-01 21:00,4.7
27-10-01 20:00,3.2
27-10-01 19:00,3.1
27-10-01 18:00,4.1
27-10-01 17:00,3.8
27-10-01 16:00,3.2
27-10-01 15:00,3.2
27-10-01 14:00,3.3
27-10-01 13:00,3.4
27-10-01 12:00,2.6
27-10-01 11:00,2.8
27-10-01 10:00,2.7
27-10-01 09:00,2.6
27-10-01 08:00,2.0
27-10-01 07:00,1.7
27-10-01 06:00,1.6
27-10-01 05:00,1.6
27-10-01 04:00,1.4
27-10-01 03:00,2.1
