Datum Zeit,Plauen-Sued SO2
,µg/m³
01-09-01 00:00,
31-08-01 23:00,1.0
31-08-01 22:00,1.0
31-08-01 21:00,1.0
31-08-01 20:00,1.1
31-08-01 19:00,1.5
31-08-01 18:00,2.9
31-08-01 17:00,3.4
31-08-01 16:00,3.0
31-08-01 15:00,3.2
31-08-01 14:00,2.4
31-08-01 13:00,2.6
31-08-01 12:00,2.5
31-08-01 11:00,1.9
31-08-01 10:00,1.8
31-08-01 09:00,1.9
31-08-01 08:00,1.9
31-08-01 07:00,2.7
31-08-01 06:00,3.2
31-08-01 05:00,4.4
31-08-01 04:00,6.0
31-08-01 03:00,4.5
31-08-01 02:00,
31-08-01 01:00,3.7
31-08-01 00:00,
30-08-01 23:00,1.0
30-08-01 22:00,1.0
30-08-01 21:00,1.0
30-08-01 20:00,1.0
30-08-01 19:00,1.6
30-08-01 18:00,1.0
30-08-01 17:00,1.2
30-08-01 16:00,1.9
30-08-01 15:00,2.7
30-08-01 14:00,1.9
30-08-01 13:00,2.3
30-08-01 12:00,1.0
30-08-01 11:00,1.0
30-08-01 10:00,2.0
30-08-01 09:00,6.2
30-08-01 08:00,4.3
30-08-01 07:00,3.3
30-08-01 06:00,1.7
30-08-01 05:00,1.3
30-08-01 04:00,1.0
30-08-01 03:00,1.0
30-08-01 02:00,
30-08-01 01:00,1.0
30-08-01 00:00,
29-08-01 23:00,1.0
29-08-01 22:00,1.0
29-08-01 21:00,1.0
29-08-01 20:00,1.0
29-08-01 19:00,2.1
29-08-01 18:00,1.3
29-08-01 17:00,1.0
29-08-01 16:00,1.0
29-08-01 15:00,1.0
29-08-01 14:00,1.2
29-08-01 13:00,1.1
29-08-01 12:00,1.0
29-08-01 11:00,1.0
29-08-01 10:00,1.5
29-08-01 09:00,1.0
29-08-01 08:00,1.0
29-08-01 07:00,1.0
29-08-01 06:00,1.0
29-08-01 05:00,1.2
29-08-01 04:00,1.0
29-08-01 03:00,
29-08-01 02:00,1.0
29-08-01 01:00,1.0
29-08-01 00:00,
28-08-01 23:00,1.0
28-08-01 22:00,1.4
28-08-01 21:00,1.0
28-08-01 20:00,1.0
28-08-01 19:00,1.0
28-08-01 18:00,1.0
28-08-01 17:00,1.0
28-08-01 16:00,1.0
28-08-01 15:00,1.0
28-08-01 14:00,1.0
28-08-01 13:00,1.0
28-08-01 12:00,1.2
28-08-01 11:00,1.1
28-08-01 10:00,1.3
28-08-01 09:00,1.6
28-08-01 08:00,2.0
28-08-01 07:00,3.4
28-08-01 06:00,2.6
28-08-01 05:00,1.7
28-08-01 04:00,1.5
28-08-01 03:00,
28-08-01 02:00,1.0
28-08-01 01:00,1.0
28-08-01 00:00,
27-08-01 23:00,1.0
27-08-01 22:00,1.0
27-08-01 21:00,1.0
27-08-01 20:00,1.0
27-08-01 19:00,1.0
27-08-01 18:00,1.0
27-08-01 17:00,1.0
27-08-01 16:00,1.0
27-08-01 15:00,1.0
27-08-01 14:00,1.1
27-08-01 13:00,1.0
27-08-01 12:00,1.7
27-08-01 11:00,1.9
27-08-01 10:00,3.4
27-08-01 09:00,5.2
27-08-01 08:00,3.3
27-08-01 07:00,2.8
27-08-01 06:00,2.5
27-08-01 05:00,2.1
27-08-01 04:00,
27-08-01 03:00,1.0
27-08-01 02:00,1.0
27-08-01 01:00,1.0
27-08-01 00:00,
26-08-01 23:00,1.0
26-08-01 22:00,1.0
26-08-01 21:00,1.0
26-08-01 20:00,1.0
26-08-01 19:00,1.0
26-08-01 18:00,1.0
26-08-01 17:00,1.0
26-08-01 16:00,1.0
26-08-01 15:00,1.0
26-08-01 14:00,1.2
26-08-01 13:00,1.5
26-08-01 12:00,1.3
26-08-01 11:00,1.8
26-08-01 10:00,3.7
26-08-01 09:00,2.4
26-08-01 08:00,1.0
26-08-01 07:00,1.0
26-08-01 06:00,1.0
26-08-01 05:00,1.0
26-08-01 04:00,
26-08-01 03:00,1.0
26-08-01 02:00,1.0
26-08-01 01:00,1.0
26-08-01 00:00,
25-08-01 23:00,1.0
25-08-01 22:00,1.0
25-08-01 21:00,1.0
25-08-01 20:00,1.0
25-08-01 19:00,1.0
25-08-01 18:00,1.0
25-08-01 17:00,1.0
25-08-01 16:00,1.0
25-08-01 15:00,1.0
25-08-01 14:00,1.0
25-08-01 13:00,1.0
25-08-01 12:00,1.0
25-08-01 11:00,1.0
25-08-01 10:00,1.0
25-08-01 09:00,1.2
25-08-01 08:00,1.0
25-08-01 07:00,1.0
25-08-01 06:00,1.1
25-08-01 05:00,
25-08-01 04:00,1.0
25-08-01 03:00,1.0
25-08-01 02:00,1.0
25-08-01 01:00,1.0
25-08-01 00:00,
24-08-01 23:00,2.0
24-08-01 22:00,2.7
24-08-01 21:00,2.9
24-08-01 20:00,2.7
24-08-01 19:00,3.9
24-08-01 18:00,4.6
24-08-01 17:00,2.6
24-08-01 16:00,2.9
24-08-01 15:00,2.8
24-08-01 14:00,3.1
24-08-01 13:00,3.2
24-08-01 12:00,3.8
24-08-01 11:00,4.0
24-08-01 10:00,4.6
24-08-01 09:00,4.2
24-08-01 08:00,3.2
24-08-01 07:00,3.6
24-08-01 06:00,4.3
24-08-01 05:00,
24-08-01 04:00,2.6
24-08-01 03:00,2.0
24-08-01 02:00,2.1
24-08-01 01:00,1.9
24-08-01 00:00,
23-08-01 23:00,2.1
23-08-01 22:00,2.2
23-08-01 21:00,1.8
23-08-01 20:00,3.0
23-08-01 19:00,3.2
23-08-01 18:00,3.3
23-08-01 17:00,4.3
23-08-01 16:00,4.9
23-08-01 15:00,3.9
23-08-01 14:00,3.2
23-08-01 13:00,4.2
23-08-01 12:00,5.5
23-08-01 11:00,7.3
23-08-01 10:00,4.2
23-08-01 09:00,3.1
23-08-01 08:00,3.0
23-08-01 07:00,2.1
23-08-01 06:00,
23-08-01 05:00,3.2
23-08-01 04:00,2.0
23-08-01 03:00,1.8
23-08-01 02:00,1.5
23-08-01 01:00,1.4
23-08-01 00:00,
22-08-01 23:00,1.0
22-08-01 22:00,1.0
22-08-01 21:00,1.0
22-08-01 20:00,1.2
22-08-01 19:00,2.0
22-08-01 18:00,1.8
22-08-01 17:00,2.0
22-08-01 16:00,1.7
22-08-01 15:00,1.7
22-08-01 14:00,1.8
22-08-01 13:00,2.3
22-08-01 12:00,2.7
22-08-01 11:00,3.0
22-08-01 10:00,2.9
22-08-01 09:00,2.0
22-08-01 08:00,2.1
22-08-01 07:00,2.2
22-08-01 06:00,
22-08-01 05:00,1.2
22-08-01 04:00,1.0
22-08-01 03:00,1.0
22-08-01 02:00,1.0
22-08-01 01:00,1.0
22-08-01 00:00,
21-08-01 23:00,1.0
21-08-01 22:00,1.0
21-08-01 21:00,1.0
21-08-01 20:00,1.0
21-08-01 19:00,1.4
21-08-01 18:00,2.1
21-08-01 17:00,2.2
21-08-01 16:00,2.1
21-08-01 15:00,2.0
21-08-01 14:00,2.1
21-08-01 13:00,2.3
21-08-01 12:00,1.9
21-08-01 11:00,1.4
21-08-01 10:00,1.2
21-08-01 09:00,1.7
21-08-01 08:00,2.3
21-08-01 07:00,
21-08-01 06:00,1.5
21-08-01 05:00,1.0
21-08-01 04:00,1.0
21-08-01 03:00,1.0
21-08-01 02:00,1.2
21-08-01 01:00,1.0
21-08-01 00:00,
20-08-01 23:00,1.0
20-08-01 22:00,1.0
20-08-01 21:00,1.0
20-08-01 20:00,1.0
20-08-01 19:00,1.0
20-08-01 18:00,1.0
20-08-01 17:00,1.0
20-08-01 16:00,1.0
20-08-01 15:00,1.9
20-08-01 14:00,3.8
20-08-01 13:00,5.4
20-08-01 12:00,4.2
20-08-01 11:00,6.0
20-08-01 10:00,6.3
20-08-01 09:00,2.5
20-08-01 08:00,1.0
20-08-01 07:00,
20-08-01 06:00,1.0
20-08-01 05:00,1.0
20-08-01 04:00,1.0
20-08-01 03:00,1.0
20-08-01 02:00,1.0
20-08-01 01:00,1.0
20-08-01 00:00,
19-08-01 23:00,1.0
19-08-01 22:00,1.5
19-08-01 21:00,1.0
19-08-01 20:00,1.0
19-08-01 19:00,1.0
19-08-01 18:00,1.0
19-08-01 17:00,1.0
19-08-01 16:00,1.0
19-08-01 15:00,1.0
19-08-01 14:00,1.0
19-08-01 13:00,1.0
19-08-01 12:00,1.0
19-08-01 11:00,1.0
19-08-01 10:00,1.0
19-08-01 09:00,1.4
19-08-01 08:00,
19-08-01 07:00,1.0
19-08-01 06:00,1.0
19-08-01 05:00,1.0
19-08-01 04:00,1.0
19-08-01 03:00,1.0
19-08-01 02:00,1.0
19-08-01 01:00,1.0
19-08-01 00:00,
18-08-01 23:00,1.0
18-08-01 22:00,1.0
18-08-01 21:00,1.0
18-08-01 20:00,1.0
18-08-01 19:00,1.0
18-08-01 18:00,1.0
18-08-01 17:00,1.0
18-08-01 16:00,1.2
18-08-01 15:00,1.3
18-08-01 14:00,1.3
18-08-01 13:00,1.8
18-08-01 12:00,2.3
18-08-01 11:00,1.8
18-08-01 10:00,1.9
18-08-01 09:00,1.3
18-08-01 08:00,
18-08-01 07:00,1.0
18-08-01 06:00,1.0
18-08-01 05:00,1.0
18-08-01 04:00,1.0
18-08-01 03:00,1.0
18-08-01 02:00,1.0
18-08-01 01:00,1.0
18-08-01 00:00,
17-08-01 23:00,1.0
17-08-01 22:00,1.0
17-08-01 21:00,1.0
