Datum Zeit,Chemnitz-Mitte BEN
,µg/m³
01-09-01 00:00,
31-08-01 23:00,
31-08-01 22:00,
31-08-01 21:00,
31-08-01 20:00,
31-08-01 19:00,
31-08-01 18:00,
31-08-01 17:00,
31-08-01 16:00,
31-08-01 15:00,
31-08-01 14:00,
31-08-01 13:00,
31-08-01 12:00,
31-08-01 11:00,
31-08-01 10:00,
31-08-01 09:00,
31-08-01 08:00,
31-08-01 07:00,
31-08-01 06:00,
31-08-01 05:00,
31-08-01 04:00,
31-08-01 03:00,
31-08-01 02:00,
31-08-01 01:00,
31-08-01 00:00,
30-08-01 23:00,
30-08-01 22:00,
30-08-01 21:00,
30-08-01 20:00,
30-08-01 19:00,
30-08-01 18:00,
30-08-01 17:00,
30-08-01 16:00,
30-08-01 15:00,
30-08-01 14:00,
30-08-01 13:00,
30-08-01 12:00,
30-08-01 11:00,
30-08-01 10:00,
30-08-01 09:00,
30-08-01 08:00,
30-08-01 07:00,
30-08-01 06:00,
30-08-01 05:00,
30-08-01 04:00,
30-08-01 03:00,
30-08-01 02:00,
30-08-01 01:00,
30-08-01 00:00,
29-08-01 23:00,
29-08-01 22:00,
29-08-01 21:00,
29-08-01 20:00,
29-08-01 19:00,
29-08-01 18:00,
29-08-01 17:00,
29-08-01 16:00,
29-08-01 15:00,
29-08-01 14:00,
29-08-01 13:00,
29-08-01 12:00,
29-08-01 11:00,
29-08-01 10:00,
29-08-01 09:00,
29-08-01 08:00,
29-08-01 07:00,
29-08-01 06:00,
29-08-01 05:00,
29-08-01 04:00,
29-08-01 03:00,
29-08-01 02:00,
29-08-01 01:00,
29-08-01 00:00,
28-08-01 23:00,
28-08-01 22:00,
28-08-01 21:00,
28-08-01 20:00,
28-08-01 19:00,
28-08-01 18:00,
28-08-01 17:00,
28-08-01 16:00,
28-08-01 15:00,
28-08-01 14:00,
28-08-01 13:00,
28-08-01 12:00,1.8
28-08-01 11:00,0.9
28-08-01 10:00,1.0
28-08-01 09:00,1.1
28-08-01 08:00,1.2
28-08-01 07:00,1.0
28-08-01 06:00,0.6
28-08-01 05:00,0.4
28-08-01 04:00,0.5
28-08-01 03:00,0.5
28-08-01 02:00,0.4
28-08-01 01:00,0.5
28-08-01 00:00,0.6
27-08-01 23:00,0.8
27-08-01 22:00,0.8
27-08-01 21:00,1.3
27-08-01 20:00,1.6
27-08-01 19:00,1.1
27-08-01 18:00,0.9
27-08-01 17:00,1.3
27-08-01 16:00,1.0
27-08-01 15:00,1.3
27-08-01 14:00,1.3
27-08-01 13:00,1.4
27-08-01 12:00,1.7
27-08-01 11:00,1.5
27-08-01 10:00,1.7
27-08-01 09:00,1.5
27-08-01 08:00,3.5
27-08-01 07:00,9.5
27-08-01 06:00,6.9
27-08-01 05:00,2.3
27-08-01 04:00,2.0
27-08-01 03:00,2.5
27-08-01 02:00,2.8
27-08-01 01:00,3.2
27-08-01 00:00,3.3
26-08-01 23:00,4.6
26-08-01 22:00,5.7
26-08-01 21:00,9.0
26-08-01 20:00,6.3
26-08-01 19:00,2.3
26-08-01 18:00,1.2
26-08-01 17:00,1.1
26-08-01 16:00,1.1
26-08-01 15:00,1.1
26-08-01 14:00,1.2
26-08-01 13:00,1.2
26-08-01 12:00,1.4
26-08-01 11:00,1.3
26-08-01 10:00,2.0
26-08-01 09:00,1.7
26-08-01 08:00,1.7
26-08-01 07:00,1.5
26-08-01 06:00,1.7
26-08-01 05:00,1.9
26-08-01 04:00,2.9
26-08-01 03:00,3.5
26-08-01 02:00,5.6
26-08-01 01:00,4.3
26-08-01 00:00,4.2
25-08-01 23:00,5.3
25-08-01 22:00,7.3
25-08-01 21:00,4.6
25-08-01 20:00,3.9
25-08-01 19:00,1.7
25-08-01 18:00,1.0
25-08-01 17:00,0.9
25-08-01 16:00,0.9
25-08-01 15:00,1.0
25-08-01 14:00,1.2
25-08-01 13:00,1.5
25-08-01 12:00,1.5
25-08-01 11:00,2.1
25-08-01 10:00,1.9
25-08-01 09:00,2.5
25-08-01 08:00,1.9
25-08-01 07:00,1.9
25-08-01 06:00,1.4
25-08-01 05:00,2.0
25-08-01 04:00,2.8
25-08-01 03:00,3.2
25-08-01 02:00,3.7
25-08-01 01:00,4.5
25-08-01 00:00,3.0
24-08-01 23:00,2.5
24-08-01 22:00,
24-08-01 21:00,
24-08-01 20:00,
24-08-01 19:00,
24-08-01 18:00,
24-08-01 17:00,2.5
24-08-01 16:00,1.9
24-08-01 15:00,2.6
24-08-01 14:00,2.0
24-08-01 13:00,
24-08-01 12:00,
24-08-01 11:00,
24-08-01 10:00,
24-08-01 09:00,
24-08-01 08:00,4.0
24-08-01 07:00,5.5
24-08-01 06:00,5.4
24-08-01 05:00,3.8
24-08-01 04:00,1.9
24-08-01 03:00,1.6
24-08-01 02:00,2.2
24-08-01 01:00,2.2
24-08-01 00:00,3.8
23-08-01 23:00,2.8
23-08-01 22:00,2.5
23-08-01 21:00,2.1
23-08-01 20:00,2.2
23-08-01 19:00,1.8
23-08-01 18:00,2.6
23-08-01 17:00,1.9
23-08-01 16:00,3.6
23-08-01 15:00,1.7
23-08-01 14:00,2.0
23-08-01 13:00,2.1
23-08-01 12:00,1.5
23-08-01 11:00,1.7
23-08-01 10:00,1.9
23-08-01 09:00,4.9
23-08-01 08:00,5.8
23-08-01 07:00,4.3
23-08-01 06:00,3.0
23-08-01 05:00,2.0
23-08-01 04:00,1.9
23-08-01 03:00,2.1
23-08-01 02:00,1.9
23-08-01 01:00,2.0
23-08-01 00:00,2.3
22-08-01 23:00,3.4
22-08-01 22:00,6.7
22-08-01 21:00,4.3
22-08-01 20:00,3.9
22-08-01 19:00,2.6
22-08-01 18:00,2.1
22-08-01 17:00,2.5
22-08-01 16:00,2.0
22-08-01 15:00,2.0
22-08-01 14:00,2.1
22-08-01 13:00,1.7
22-08-01 12:00,1.6
22-08-01 11:00,2.3
22-08-01 10:00,2.4
22-08-01 09:00,2.5
22-08-01 08:00,2.4
22-08-01 07:00,4.7
22-08-01 06:00,2.2
22-08-01 05:00,1.5
22-08-01 04:00,2.1
22-08-01 03:00,2.0
22-08-01 02:00,2.4
22-08-01 01:00,2.7
22-08-01 00:00,2.3
21-08-01 23:00,3.0
21-08-01 22:00,2.1
21-08-01 21:00,2.0
21-08-01 20:00,2.7
21-08-01 19:00,3.7
21-08-01 18:00,4.8
21-08-01 17:00,2.5
21-08-01 16:00,4.1
21-08-01 15:00,3.1
21-08-01 14:00,1.3
21-08-01 13:00,1.6
21-08-01 12:00,1.9
21-08-01 11:00,2.8
21-08-01 10:00,2.6
21-08-01 09:00,1.9
21-08-01 08:00,2.8
21-08-01 07:00,3.0
21-08-01 06:00,1.5
21-08-01 05:00,0.9
21-08-01 04:00,0.9
21-08-01 03:00,0.9
21-08-01 02:00,1.2
21-08-01 01:00,1.1
21-08-01 00:00,1.2
20-08-01 23:00,1.3
20-08-01 22:00,1.2
20-08-01 21:00,1.4
20-08-01 20:00,1.2
20-08-01 19:00,1.6
20-08-01 18:00,2.3
20-08-01 17:00,
20-08-01 16:00,
20-08-01 15:00,
20-08-01 14:00,
20-08-01 13:00,
20-08-01 12:00,
20-08-01 11:00,
20-08-01 10:00,
20-08-01 09:00,
20-08-01 08:00,
20-08-01 07:00,
20-08-01 06:00,
20-08-01 05:00,
20-08-01 04:00,
20-08-01 03:00,
20-08-01 02:00,
20-08-01 01:00,
20-08-01 00:00,
19-08-01 23:00,
19-08-01 22:00,
19-08-01 21:00,
19-08-01 20:00,
19-08-01 19:00,
19-08-01 18:00,
19-08-01 17:00,
19-08-01 16:00,
19-08-01 15:00,
19-08-01 14:00,
19-08-01 13:00,
19-08-01 12:00,
19-08-01 11:00,
19-08-01 10:00,
19-08-01 09:00,
19-08-01 08:00,
19-08-01 07:00,
19-08-01 06:00,
19-08-01 05:00,
19-08-01 04:00,
19-08-01 03:00,
19-08-01 02:00,
19-08-01 01:00,
19-08-01 00:00,
18-08-01 23:00,
18-08-01 22:00,
18-08-01 21:00,
18-08-01 20:00,
18-08-01 19:00,
18-08-01 18:00,
18-08-01 17:00,
18-08-01 16:00,
18-08-01 15:00,
18-08-01 14:00,
18-08-01 13:00,
18-08-01 12:00,
18-08-01 11:00,
18-08-01 10:00,
18-08-01 09:00,
18-08-01 08:00,
18-08-01 07:00,
18-08-01 06:00,
18-08-01 05:00,
18-08-01 04:00,
18-08-01 03:00,
18-08-01 02:00,
18-08-01 01:00,
18-08-01 00:00,
17-08-01 23:00,
17-08-01 22:00,
17-08-01 21:00,
17-08-01 20:00,
17-08-01 19:00,
17-08-01 18:00,
17-08-01 17:00,
17-08-01 16:00,
17-08-01 15:00,
17-08-01 14:00,
17-08-01 13:00,
17-08-01 12:00,
17-08-01 11:00,
17-08-01 10:00,
17-08-01 09:00,
17-08-01 08:00,
17-08-01 07:00,
17-08-01 06:00,
17-08-01 05:00,
17-08-01 04:00,
17-08-01 03:00,
17-08-01 02:00,
17-08-01 01:00,
17-08-01 00:00,
16-08-01 23:00,
16-08-01 22:00,
16-08-01 21:00,
16-08-01 20:00,4.5
16-08-01 19:00,3.1
16-08-01 18:00,2.5
16-08-01 17:00,2.0
16-08-01 16:00,2.2
16-08-01 15:00,1.9
16-08-01 14:00,2.3
16-08-01 13:00,1.6
16-08-01 12:00,2.1
16-08-01 11:00,2.8
