Datum Zeit,Collmberg SO2
,µg/m³
01-09-01 00:00,2.7
31-08-01 23:00,2.4
31-08-01 22:00,1.7
31-08-01 21:00,2.3
31-08-01 20:00,2.2
31-08-01 19:00,2.1
31-08-01 18:00,2.1
31-08-01 17:00,2.0
31-08-01 16:00,2.3
31-08-01 15:00,2.6
31-08-01 14:00,3.2
31-08-01 13:00,
31-08-01 12:00,2.4
31-08-01 11:00,2.7
31-08-01 10:00,3.9
31-08-01 09:00,3.8
31-08-01 08:00,4.9
31-08-01 07:00,5.5
31-08-01 06:00,13.2
31-08-01 05:00,12.9
31-08-01 04:00,11.0
31-08-01 03:00,6.7
31-08-01 02:00,5.9
31-08-01 01:00,3.6
31-08-01 00:00,2.6
30-08-01 23:00,2.1
30-08-01 22:00,1.6
30-08-01 21:00,1.7
30-08-01 20:00,2.7
30-08-01 19:00,3.4
30-08-01 18:00,2.9
30-08-01 17:00,2.5
30-08-01 16:00,3.1
30-08-01 15:00,4.1
30-08-01 14:00,3.4
30-08-01 13:00,
30-08-01 12:00,4.1
30-08-01 11:00,4.5
30-08-01 10:00,3.7
30-08-01 09:00,3.6
30-08-01 08:00,2.9
30-08-01 07:00,2.4
30-08-01 06:00,1.6
30-08-01 05:00,1.0
30-08-01 04:00,1.0
30-08-01 03:00,1.0
30-08-01 02:00,1.0
30-08-01 01:00,1.0
30-08-01 00:00,1.0
29-08-01 23:00,1.0
29-08-01 22:00,1.0
29-08-01 21:00,1.0
29-08-01 20:00,1.0
29-08-01 19:00,1.0
29-08-01 18:00,1.0
29-08-01 17:00,1.0
29-08-01 16:00,1.0
29-08-01 15:00,1.0
29-08-01 14:00,
29-08-01 13:00,1.0
29-08-01 12:00,1.0
29-08-01 11:00,1.0
29-08-01 10:00,1.1
29-08-01 09:00,1.6
29-08-01 08:00,2.1
29-08-01 07:00,2.3
29-08-01 06:00,2.0
29-08-01 05:00,2.1
29-08-01 04:00,2.3
29-08-01 03:00,2.3
29-08-01 02:00,1.9
29-08-01 01:00,1.6
29-08-01 00:00,1.4
28-08-01 23:00,1.2
28-08-01 22:00,1.0
28-08-01 21:00,1.0
28-08-01 20:00,1.0
28-08-01 19:00,1.0
28-08-01 18:00,1.0
28-08-01 17:00,1.0
28-08-01 16:00,1.2
28-08-01 15:00,1.2
28-08-01 14:00,
28-08-01 13:00,1.0
28-08-01 12:00,1.0
28-08-01 11:00,1.0
28-08-01 10:00,2.9
28-08-01 09:00,5.2
28-08-01 08:00,4.8
28-08-01 07:00,3.5
28-08-01 06:00,3.1
28-08-01 05:00,1.4
28-08-01 04:00,1.5
28-08-01 03:00,1.9
28-08-01 02:00,1.7
28-08-01 01:00,1.3
28-08-01 00:00,1.3
27-08-01 23:00,1.0
27-08-01 22:00,1.0
27-08-01 21:00,1.0
27-08-01 20:00,1.0
27-08-01 19:00,1.0
27-08-01 18:00,1.0
27-08-01 17:00,1.0
27-08-01 16:00,1.0
27-08-01 15:00,
27-08-01 14:00,1.0
27-08-01 13:00,1.1
27-08-01 12:00,1.6
27-08-01 11:00,1.7
27-08-01 10:00,2.3
27-08-01 09:00,3.7
27-08-01 08:00,3.4
27-08-01 07:00,3.7
