Datum Zeit,Goerlitz CO
,mg/m3
01-02-02 00:00,0.4
31-01-02 23:00,1.1
31-01-02 22:00,0.9
31-01-02 21:00,1.0
31-01-02 20:00,1.6
31-01-02 19:00,1.1
31-01-02 18:00,1.0
31-01-02 17:00,0.6
31-01-02 16:00,0.7
31-01-02 15:00,0.5
31-01-02 14:00,0.8
31-01-02 13:00,0.7
31-01-02 12:00,0.9
31-01-02 11:00,0.7
31-01-02 10:00,0.8
31-01-02 09:00,0.7
31-01-02 08:00,0.7
31-01-02 07:00,0.8
31-01-02 06:00,0.5
31-01-02 05:00,0.4
31-01-02 04:00,0.4
31-01-02 03:00,0.4
31-01-02 02:00,0.4
31-01-02 01:00,0.4
31-01-02 00:00,0.4
30-01-02 23:00,0.6
30-01-02 22:00,0.4
30-01-02 21:00,0.5
30-01-02 20:00,0.5
30-01-02 19:00,0.7
30-01-02 18:00,1.1
30-01-02 17:00,1.7
30-01-02 16:00,2.4
30-01-02 15:00,1.2
30-01-02 14:00,0.5
30-01-02 13:00,0.4
30-01-02 12:00,0.6
30-01-02 11:00,0.9
30-01-02 10:00,0.7
30-01-02 09:00,0.6
30-01-02 08:00,0.7
30-01-02 07:00,0.9
30-01-02 06:00,0.4
30-01-02 05:00,0.2
30-01-02 04:00,0.2
30-01-02 03:00,0.2
30-01-02 02:00,0.2
30-01-02 01:00,0.3
30-01-02 00:00,0.4
29-01-02 23:00,0.8
29-01-02 22:00,0.5
29-01-02 21:00,0.7
29-01-02 20:00,1.0
29-01-02 19:00,1.2
29-01-02 18:00,1.0
29-01-02 17:00,0.7
29-01-02 16:00,0.8
29-01-02 15:00,0.7
29-01-02 14:00,0.4
29-01-02 13:00,0.5
29-01-02 12:00,0.5
29-01-02 11:00,0.4
29-01-02 10:00,0.6
29-01-02 09:00,0.5
29-01-02 08:00,0.5
29-01-02 07:00,0.4
29-01-02 06:00,0.3
29-01-02 05:00,0.2
29-01-02 04:00,0.2
29-01-02 03:00,0.2
29-01-02 02:00,0.2
29-01-02 01:00,0.2
29-01-02 00:00,0.2
28-01-02 23:00,0.3
28-01-02 22:00,0.2
28-01-02 21:00,0.3
28-01-02 20:00,0.3
28-01-02 19:00,0.4
28-01-02 18:00,0.5
28-01-02 17:00,0.7
28-01-02 16:00,1.2
28-01-02 15:00,0.8
28-01-02 14:00,0.5
28-01-02 13:00,0.5
28-01-02 12:00,0.7
28-01-02 11:00,0.9
28-01-02 10:00,0.9
28-01-02 09:00,1.0
28-01-02 08:00,1.2
28-01-02 07:00,1.0
28-01-02 06:00,0.6
28-01-02 05:00,0.3
28-01-02 04:00,0.3
28-01-02 03:00,0.3
28-01-02 02:00,0.3
28-01-02 01:00,0.3
28-01-02 00:00,0.4
27-01-02 23:00,0.6
27-01-02 22:00,0.4
27-01-02 21:00,0.4
27-01-02 20:00,0.5
27-01-02 19:00,0.5
27-01-02 18:00,0.5
27-01-02 17:00,0.5
27-01-02 16:00,0.5
27-01-02 15:00,0.5
27-01-02 14:00,0.6
27-01-02 13:00,0.6
27-01-02 12:00,0.5
27-01-02 11:00,0.5
27-01-02 10:00,0.4
27-01-02 09:00,0.3
27-01-02 08:00,0.4
27-01-02 07:00,0.3
27-01-02 06:00,0.4
27-01-02 05:00,0.3
27-01-02 04:00,0.3
27-01-02 03:00,0.4
27-01-02 02:00,0.3
27-01-02 01:00,0.4
27-01-02 00:00,0.4
26-01-02 23:00,0.5
26-01-02 22:00,0.5
26-01-02 21:00,0.4
26-01-02 20:00,0.5
26-01-02 19:00,0.5
26-01-02 18:00,0.5
26-01-02 17:00,0.6
26-01-02 16:00,0.7
26-01-02 15:00,0.6
26-01-02 14:00,0.5
26-01-02 13:00,0.7
26-01-02 12:00,0.8
26-01-02 11:00,0.7
26-01-02 10:00,0.6
26-01-02 09:00,0.5
26-01-02 08:00,0.5
26-01-02 07:00,0.4
26-01-02 06:00,0.4
26-01-02 05:00,0.4
26-01-02 04:00,0.3
26-01-02 03:00,0.4
26-01-02 02:00,0.4
26-01-02 01:00,0.5
26-01-02 00:00,0.6
25-01-02 23:00,0.7
25-01-02 22:00,0.8
25-01-02 21:00,0.8
25-01-02 20:00,1.1
25-01-02 19:00,1.6
25-01-02 18:00,1.2
25-01-02 17:00,1.0
25-01-02 16:00,1.2
25-01-02 15:00,1.0
25-01-02 14:00,0.7
25-01-02 13:00,0.7
25-01-02 12:00,0.5
25-01-02 11:00,0.5
25-01-02 10:00,0.6
25-01-02 09:00,0.5
25-01-02 08:00,0.6
25-01-02 07:00,0.6
25-01-02 06:00,0.3
25-01-02 05:00,0.2
25-01-02 04:00,0.3
25-01-02 03:00,0.3
25-01-02 02:00,0.3
25-01-02 01:00,0.3
25-01-02 00:00,0.3
24-01-02 23:00,0.4
24-01-02 22:00,0.4
24-01-02 21:00,0.5
24-01-02 20:00,0.7
24-01-02 19:00,0.9
24-01-02 18:00,0.9
24-01-02 17:00,1.1
24-01-02 16:00,1.4
24-01-02 15:00,1.0
24-01-02 14:00,0.7
24-01-02 13:00,
24-01-02 12:00,0.7
24-01-02 11:00,0.9
