Datum Zeit,Annaberg-Buchholz CO
,mg/m3
01-02-02 00:00,0.8
31-01-02 23:00,1.2
31-01-02 22:00,1.4
31-01-02 21:00,1.8
31-01-02 20:00,2.8
31-01-02 19:00,2.5
31-01-02 18:00,0.7
31-01-02 17:00,0.3
31-01-02 16:00,0.3
31-01-02 15:00,0.3
31-01-02 14:00,0.3
31-01-02 13:00,0.4
31-01-02 12:00,
31-01-02 11:00,0.2
31-01-02 10:00,0.3
31-01-02 09:00,0.3
31-01-02 08:00,0.4
31-01-02 07:00,1.8
31-01-02 06:00,1.0
31-01-02 05:00,0.3
31-01-02 04:00,0.2
31-01-02 03:00,0.2
31-01-02 02:00,0.3
31-01-02 01:00,0.6
31-01-02 00:00,0.5
30-01-02 23:00,0.9
30-01-02 22:00,0.5
30-01-02 21:00,0.6
30-01-02 20:00,1.3
30-01-02 19:00,0.8
30-01-02 18:00,1.0
30-01-02 17:00,1.4
30-01-02 16:00,1.0
30-01-02 15:00,0.4
30-01-02 14:00,0.4
30-01-02 13:00,0.4
30-01-02 12:00,0.3
30-01-02 11:00,0.4
30-01-02 10:00,0.4
30-01-02 09:00,0.3
30-01-02 08:00,0.4
30-01-02 07:00,0.4
30-01-02 06:00,0.1
30-01-02 05:00,0.1
30-01-02 04:00,0.1
30-01-02 03:00,0.1
30-01-02 02:00,0.1
30-01-02 01:00,0.1
30-01-02 00:00,0.3
29-01-02 23:00,0.4
29-01-02 22:00,0.4
29-01-02 21:00,0.4
29-01-02 20:00,0.4
29-01-02 19:00,0.7
29-01-02 18:00,0.6
29-01-02 17:00,0.5
29-01-02 16:00,0.4
29-01-02 15:00,0.3
29-01-02 14:00,0.4
29-01-02 13:00,
29-01-02 12:00,
29-01-02 11:00,0.2
29-01-02 10:00,0.1
29-01-02 09:00,0.2
29-01-02 08:00,0.2
29-01-02 07:00,0.2
29-01-02 06:00,0.1
29-01-02 05:00,0.1
29-01-02 04:00,0.1
29-01-02 03:00,0.1
29-01-02 02:00,0.1
29-01-02 01:00,0.1
29-01-02 00:00,0.1
28-01-02 23:00,0.1
28-01-02 22:00,0.2
28-01-02 21:00,0.2
28-01-02 20:00,0.2
28-01-02 19:00,0.3
28-01-02 18:00,0.2
28-01-02 17:00,0.4
28-01-02 16:00,0.4
28-01-02 15:00,0.3
28-01-02 14:00,0.3
28-01-02 13:00,
28-01-02 12:00,0.3
28-01-02 11:00,0.3
28-01-02 10:00,0.3
28-01-02 09:00,0.3
28-01-02 08:00,0.4
28-01-02 07:00,0.4
28-01-02 06:00,0.3
28-01-02 05:00,0.2
28-01-02 04:00,0.2
28-01-02 03:00,0.3
28-01-02 02:00,0.3
28-01-02 01:00,0.4
28-01-02 00:00,0.2
27-01-02 23:00,0.1
27-01-02 22:00,0.1
27-01-02 21:00,0.2
27-01-02 20:00,0.1
27-01-02 19:00,0.2
27-01-02 18:00,0.2
27-01-02 17:00,0.1
27-01-02 16:00,0.1
27-01-02 15:00,0.2
27-01-02 14:00,0.1
27-01-02 13:00,0.1
27-01-02 12:00,0.1
27-01-02 11:00,0.1
27-01-02 10:00,0.1
27-01-02 09:00,0.1
27-01-02 08:00,0.1
27-01-02 07:00,0.1
27-01-02 06:00,0.1
27-01-02 05:00,0.1
27-01-02 04:00,0.1
27-01-02 03:00,0.1
27-01-02 02:00,0.1
27-01-02 01:00,0.1
27-01-02 00:00,0.1
26-01-02 23:00,0.1
26-01-02 22:00,0.1
26-01-02 21:00,0.2
26-01-02 20:00,0.1
26-01-02 19:00,0.1
26-01-02 18:00,0.2
26-01-02 17:00,0.2
26-01-02 16:00,0.1
26-01-02 15:00,0.1
26-01-02 14:00,0.1
26-01-02 13:00,
26-01-02 12:00,0.2
26-01-02 11:00,0.2
26-01-02 10:00,0.1
26-01-02 09:00,0.2
26-01-02 08:00,0.1
26-01-02 07:00,0.1
26-01-02 06:00,0.3
26-01-02 05:00,0.4
26-01-02 04:00,0.3
26-01-02 03:00,0.3
26-01-02 02:00,0.3
26-01-02 01:00,0.5
