Datum Zeit,Annaberg-Buchholz CO
,mg/m3
01-04-01 00:00,0.9
31-03-01 23:00,0.9
31-03-01 22:00,1.2
31-03-01 21:00,0.9
31-03-01 20:00,0.9
31-03-01 19:00,1.2
31-03-01 18:00,0.7
31-03-01 17:00,0.6
31-03-01 16:00,0.4
31-03-01 15:00,
31-03-01 14:00,0.4
31-03-01 13:00,0.5
31-03-01 12:00,0.4
31-03-01 11:00,0.6
31-03-01 10:00,0.7
31-03-01 09:00,1.3
31-03-01 08:00,1.0
31-03-01 07:00,0.9
31-03-01 06:00,0.6
31-03-01 05:00,1.1
31-03-01 04:00,0.8
31-03-01 03:00,0.8
31-03-01 02:00,1.3
31-03-01 01:00,1.0
31-03-01 00:00,1.0
30-03-01 23:00,1.1
30-03-01 22:00,1.3
30-03-01 21:00,1.2
30-03-01 20:00,1.3
30-03-01 19:00,1.2
30-03-01 18:00,1.3
30-03-01 17:00,0.6
30-03-01 16:00,0.6
30-03-01 15:00,0.8
30-03-01 14:00,0.7
30-03-01 13:00,1.0
30-03-01 12:00,1.0
30-03-01 11:00,1.1
30-03-01 10:00,1.2
30-03-01 09:00,1.4
30-03-01 08:00,1.5
30-03-01 07:00,1.4
30-03-01 06:00,1.4
30-03-01 05:00,0.8
30-03-01 04:00,0.5
30-03-01 03:00,0.4
30-03-01 02:00,0.4
30-03-01 01:00,0.4
30-03-01 00:00,0.6
29-03-01 23:00,0.7
29-03-01 22:00,0.7
29-03-01 21:00,0.9
29-03-01 20:00,0.8
29-03-01 19:00,0.9
29-03-01 18:00,0.9
29-03-01 17:00,0.8
29-03-01 16:00,
29-03-01 15:00,1.2
29-03-01 14:00,1.0
29-03-01 13:00,0.8
29-03-01 12:00,0.7
29-03-01 11:00,0.8
29-03-01 10:00,0.8
29-03-01 09:00,0.8
29-03-01 08:00,0.8
29-03-01 07:00,0.9
29-03-01 06:00,1.0
29-03-01 05:00,0.7
29-03-01 04:00,0.5
29-03-01 03:00,0.5
29-03-01 02:00,0.5
29-03-01 01:00,0.5
29-03-01 00:00,0.5
28-03-01 23:00,0.5
28-03-01 22:00,0.5
28-03-01 21:00,0.6
28-03-01 20:00,0.7
28-03-01 19:00,0.7
28-03-01 18:00,0.8
28-03-01 17:00,0.8
28-03-01 16:00,0.9
28-03-01 15:00,0.9
28-03-01 14:00,0.8
28-03-01 13:00,0.7
28-03-01 12:00,0.6
28-03-01 11:00,0.6
28-03-01 10:00,0.7
28-03-01 09:00,0.6
28-03-01 08:00,0.7
28-03-01 07:00,1.1
28-03-01 06:00,1.2
28-03-01 05:00,0.7
28-03-01 04:00,0.4
28-03-01 03:00,0.3
28-03-01 02:00,0.3
28-03-01 01:00,0.3
28-03-01 00:00,0.4
27-03-01 23:00,0.4
27-03-01 22:00,0.5
27-03-01 21:00,0.5
27-03-01 20:00,0.5
27-03-01 19:00,0.6
27-03-01 18:00,0.7
27-03-01 17:00,0.7
27-03-01 16:00,
27-03-01 15:00,0.9
27-03-01 14:00,0.7
27-03-01 13:00,0.7
27-03-01 12:00,0.6
27-03-01 11:00,0.7
27-03-01 10:00,0.6
27-03-01 09:00,0.7
27-03-01 08:00,0.6
27-03-01 07:00,0.6
27-03-01 06:00,0.9
27-03-01 05:00,0.5
27-03-01 04:00,0.3
27-03-01 03:00,0.2
27-03-01 02:00,0.2
27-03-01 01:00,0.2
27-03-01 00:00,0.1
26-03-01 23:00,0.2
26-03-01 22:00,0.3
26-03-01 21:00,0.3
26-03-01 20:00,0.3
26-03-01 19:00,0.4
26-03-01 18:00,0.5
26-03-01 17:00,0.4
26-03-01 16:00,0.5
26-03-01 15:00,0.5
26-03-01 14:00,0.5
26-03-01 13:00,0.4
26-03-01 12:00,0.3
26-03-01 11:00,0.4
26-03-01 10:00,0.4
26-03-01 09:00,0.4
26-03-01 08:00,0.3
26-03-01 07:00,0.4
26-03-01 06:00,0.4
26-03-01 05:00,0.4
26-03-01 04:00,0.4
26-03-01 03:00,0.4
26-03-01 02:00,0.4
26-03-01 01:00,0.4
26-03-01 00:00,0.5
25-03-01 23:00,0.4
25-03-01 22:00,0.5
25-03-01 21:00,0.6
25-03-01 20:00,0.8
25-03-01 19:00,0.7
25-03-01 18:00,0.9
25-03-01 17:00,
25-03-01 16:00,0.7
25-03-01 15:00,0.4
25-03-01 14:00,0.9
25-03-01 13:00,0.8
25-03-01 12:00,0.9
25-03-01 11:00,0.9
25-03-01 10:00,0.8
25-03-01 09:00,0.8
25-03-01 08:00,0.6
25-03-01 07:00,0.3
25-03-01 06:00,0.4
25-03-01 05:00,0.5
25-03-01 04:00,0.4
25-03-01 03:00,0.5
25-03-01 02:00,0.5
25-03-01 01:00,0.4
25-03-01 00:00,0.5
24-03-01 23:00,0.8
24-03-01 22:00,0.9
24-03-01 21:00,0.7
24-03-01 20:00,0.8
24-03-01 19:00,0.7
24-03-01 18:00,0.5
24-03-01 17:00,0.5
24-03-01 16:00,0.4
24-03-01 15:00,0.5
24-03-01 14:00,0.5
24-03-01 13:00,0.4
24-03-01 12:00,0.5
24-03-01 11:00,0.5
24-03-01 10:00,0.7
24-03-01 09:00,0.6
24-03-01 08:00,0.5
24-03-01 07:00,0.4
24-03-01 06:00,0.7
24-03-01 05:00,0.9
24-03-01 04:00,1.1
24-03-01 03:00,0.9
24-03-01 02:00,0.6
24-03-01 01:00,0.7
24-03-01 00:00,1.0
23-03-01 23:00,0.9
23-03-01 22:00,0.6
23-03-01 21:00,0.5
23-03-01 20:00,1.0
23-03-01 19:00,0.9
23-03-01 18:00,0.9
23-03-01 17:00,
23-03-01 16:00,1.3
23-03-01 15:00,1.2
23-03-01 14:00,1.2
23-03-01 13:00,1.0
23-03-01 12:00,0.9
23-03-01 11:00,0.7
23-03-01 10:00,0.7
23-03-01 09:00,0.8
23-03-01 08:00,0.7
23-03-01 07:00,0.7
23-03-01 06:00,0.5
23-03-01 05:00,0.4
23-03-01 04:00,0.4
23-03-01 03:00,0.4
23-03-01 02:00,0.4
23-03-01 01:00,0.4
23-03-01 00:00,0.5
22-03-01 23:00,0.5
22-03-01 22:00,0.5
22-03-01 21:00,0.6
22-03-01 20:00,1.7
22-03-01 19:00,1.9
22-03-01 18:00,1.4
22-03-01 17:00,1.0
22-03-01 16:00,0.9
22-03-01 15:00,0.7
22-03-01 14:00,0.8
22-03-01 13:00,0.9
22-03-01 12:00,1.0
22-03-01 11:00,1.1
22-03-01 10:00,1.2
22-03-01 09:00,0.9
22-03-01 08:00,1.3
22-03-01 07:00,1.2
22-03-01 06:00,1.1
22-03-01 05:00,0.5
22-03-01 04:00,0.5
22-03-01 03:00,0.5
22-03-01 02:00,0.4
22-03-01 01:00,0.4
22-03-01 00:00,0.5
21-03-01 23:00,0.5
21-03-01 22:00,0.6
21-03-01 21:00,0.6
21-03-01 20:00,0.7
21-03-01 19:00,0.7
21-03-01 18:00,
21-03-01 17:00,1.0
21-03-01 16:00,1.2
21-03-01 15:00,0.9
21-03-01 14:00,0.9
21-03-01 13:00,0.8
21-03-01 12:00,0.7
21-03-01 11:00,0.6
21-03-01 10:00,0.8
21-03-01 09:00,0.6
21-03-01 08:00,1.0
21-03-01 07:00,1.0
