Datum Zeit,Carlsfeld SO2
,µg/m³
01-04-01 00:00,
31-03-01 23:00,2.6
31-03-01 22:00,2.3
31-03-01 21:00,1.6
31-03-01 20:00,2.1
31-03-01 19:00,2.1
31-03-01 18:00,1.8
31-03-01 17:00,2.5
31-03-01 16:00,2.6
31-03-01 15:00,2.3
31-03-01 14:00,2.4
31-03-01 13:00,2.7
31-03-01 12:00,3.1
31-03-01 11:00,3.0
31-03-01 10:00,3.9
31-03-01 09:00,5.9
31-03-01 08:00,4.0
31-03-01 07:00,1.6
31-03-01 06:00,1.0
31-03-01 05:00,1.4
31-03-01 04:00,2.0
31-03-01 03:00,
31-03-01 02:00,1.2
31-03-01 01:00,1.4
31-03-01 00:00,
30-03-01 23:00,1.0
30-03-01 22:00,1.2
30-03-01 21:00,1.0
30-03-01 20:00,1.0
30-03-01 19:00,1.0
30-03-01 18:00,1.0
30-03-01 17:00,2.4
30-03-01 16:00,1.1
30-03-01 15:00,1.0
30-03-01 14:00,1.0
30-03-01 13:00,1.0
30-03-01 12:00,1.0
30-03-01 11:00,1.0
30-03-01 10:00,1.0
30-03-01 09:00,1.3
30-03-01 08:00,1.0
30-03-01 07:00,1.0
30-03-01 06:00,1.0
30-03-01 05:00,1.9
30-03-01 04:00,
30-03-01 03:00,1.7
30-03-01 02:00,1.0
30-03-01 01:00,1.5
30-03-01 00:00,
29-03-01 23:00,2.7
29-03-01 22:00,1.9
29-03-01 21:00,2.2
29-03-01 20:00,1.8
29-03-01 19:00,1.8
29-03-01 18:00,1.3
29-03-01 17:00,1.8
29-03-01 16:00,2.0
29-03-01 15:00,2.5
29-03-01 14:00,2.5
29-03-01 13:00,3.3
29-03-01 12:00,4.3
29-03-01 11:00,4.7
29-03-01 10:00,3.2
29-03-01 09:00,2.8
29-03-01 08:00,2.3
29-03-01 07:00,3.4
29-03-01 06:00,3.7
29-03-01 05:00,4.7
29-03-01 04:00,
29-03-01 03:00,5.1
29-03-01 02:00,5.5
29-03-01 01:00,4.3
29-03-01 00:00,
28-03-01 23:00,4.0
28-03-01 22:00,3.5
28-03-01 21:00,3.1
28-03-01 20:00,3.0
28-03-01 19:00,2.3
28-03-01 18:00,2.5
28-03-01 17:00,2.4
28-03-01 16:00,2.6
28-03-01 15:00,3.0
28-03-01 14:00,3.3
28-03-01 13:00,4.2
28-03-01 12:00,3.8
28-03-01 11:00,4.2
28-03-01 10:00,5.0
28-03-01 09:00,5.2
28-03-01 08:00,5.2
28-03-01 07:00,5.0
28-03-01 06:00,5.6
28-03-01 05:00,
28-03-01 04:00,5.0
28-03-01 03:00,4.6
28-03-01 02:00,4.6
28-03-01 01:00,4.9
28-03-01 00:00,
27-03-01 23:00,8.5
27-03-01 22:00,7.8
27-03-01 21:00,8.8
27-03-01 20:00,14.2
27-03-01 19:00,13.5
27-03-01 18:00,10.9
27-03-01 17:00,13.2
27-03-01 16:00,5.0
27-03-01 15:00,5.2
27-03-01 14:00,5.2
27-03-01 13:00,3.9
27-03-01 12:00,4.2
27-03-01 11:00,5.3
27-03-01 10:00,3.0
27-03-01 09:00,3.6
27-03-01 08:00,6.1
27-03-01 07:00,7.5
27-03-01 06:00,10.4
27-03-01 05:00,
27-03-01 04:00,8.9
27-03-01 03:00,2.5
27-03-01 02:00,1.1
27-03-01 01:00,1.1
27-03-01 00:00,
26-03-01 23:00,3.3
26-03-01 22:00,2.8
26-03-01 21:00,4.1
26-03-01 20:00,4.0
26-03-01 19:00,4.6
26-03-01 18:00,5.0
26-03-01 17:00,6.2
26-03-01 16:00,5.7
26-03-01 15:00,5.7
26-03-01 14:00,4.4
26-03-01 13:00,6.1
26-03-01 12:00,6.7
26-03-01 11:00,6.6
26-03-01 10:00,7.5
26-03-01 09:00,7.7
26-03-01 08:00,6.7
26-03-01 07:00,9.5
26-03-01 06:00,
26-03-01 05:00,4.8
26-03-01 04:00,4.5
26-03-01 03:00,2.8
26-03-01 02:00,2.7
26-03-01 01:00,1.8
26-03-01 00:00,
25-03-01 23:00,1.5
25-03-01 22:00,1.4
25-03-01 21:00,2.5
25-03-01 20:00,1.0
25-03-01 19:00,1.0
25-03-01 18:00,1.3
25-03-01 17:00,1.0
25-03-01 16:00,1.1
25-03-01 15:00,1.0
25-03-01 14:00,1.0
25-03-01 13:00,1.0
25-03-01 12:00,1.0
25-03-01 11:00,1.0
25-03-01 10:00,1.0
25-03-01 09:00,1.0
25-03-01 08:00,1.0
25-03-01 07:00,2.7
25-03-01 06:00,
25-03-01 05:00,5.7
25-03-01 04:00,3.8
25-03-01 03:00,1.0
25-03-01 02:00,1.0
25-03-01 01:00,1.0
25-03-01 00:00,
24-03-01 23:00,1.0
24-03-01 22:00,1.0
24-03-01 21:00,1.5
24-03-01 20:00,1.9
24-03-01 19:00,2.2
24-03-01 18:00,1.3
24-03-01 17:00,1.0
24-03-01 16:00,1.0
24-03-01 15:00,1.0
24-03-01 14:00,1.0
24-03-01 13:00,1.2
24-03-01 12:00,1.1
24-03-01 11:00,1.0
24-03-01 10:00,1.0
24-03-01 09:00,1.0
24-03-01 08:00,1.0
24-03-01 07:00,
24-03-01 06:00,1.0
24-03-01 05:00,1.1
24-03-01 04:00,1.0
24-03-01 03:00,1.0
24-03-01 02:00,1.0
