Datum Zeit,Plauen-Sued CO
,mg/m3
01-05-04 00:00,0.4
30-04-04 23:00,0.6
30-04-04 22:00,1.2
30-04-04 21:00,1.0
30-04-04 20:00,1.5
30-04-04 19:00,1.1
30-04-04 18:00,0.6
30-04-04 17:00,0.5
30-04-04 16:00,0.5
30-04-04 15:00,0.6
30-04-04 14:00,0.6
30-04-04 13:00,0.5
30-04-04 12:00,0.6
30-04-04 11:00,0.7
30-04-04 10:00,0.8
30-04-04 09:00,1.1
30-04-04 08:00,1.4
30-04-04 07:00,1.5
30-04-04 06:00,1.8
30-04-04 05:00,1.0
30-04-04 04:00,0.6
30-04-04 03:00,0.4
30-04-04 02:00,0.5
30-04-04 01:00,0.4
30-04-04 00:00,0.5
29-04-04 23:00,0.4
29-04-04 22:00,0.5
29-04-04 21:00,0.7
29-04-04 20:00,0.9
29-04-04 19:00,0.8
29-04-04 18:00,0.6
29-04-04 17:00,0.5
29-04-04 16:00,0.5
29-04-04 15:00,0.6
29-04-04 14:00,0.6
29-04-04 13:00,0.7
29-04-04 12:00,0.7
29-04-04 11:00,0.6
29-04-04 10:00,0.8
29-04-04 09:00,1.0
29-04-04 08:00,1.0
29-04-04 07:00,0.8
29-04-04 06:00,1.5
29-04-04 05:00,0.9
29-04-04 04:00,0.3
29-04-04 03:00,0.2
29-04-04 02:00,0.1
29-04-04 01:00,0.2
29-04-04 00:00,0.3
28-04-04 23:00,0.5
28-04-04 22:00,0.6
28-04-04 21:00,0.7
28-04-04 20:00,0.8
28-04-04 19:00,0.6
28-04-04 18:00,0.9
28-04-04 17:00,0.8
28-04-04 16:00,0.7
28-04-04 15:00,0.6
28-04-04 14:00,0.5
28-04-04 13:00,0.4
28-04-04 12:00,0.4
28-04-04 11:00,0.5
28-04-04 10:00,0.8
28-04-04 09:00,1.2
28-04-04 08:00,0.7
28-04-04 07:00,1.9
28-04-04 06:00,1.9
28-04-04 05:00,1.0
28-04-04 04:00,0.5
28-04-04 03:00,0.2
28-04-04 02:00,0.3
