Datum Zeit,Borna BEN
,µg/m³
01-05-01 00:00,2.9
30-04-01 23:00,2.2
30-04-01 22:00,2.6
30-04-01 21:00,1.8
30-04-01 20:00,1.5
30-04-01 19:00,1.5
30-04-01 18:00,1.9
30-04-01 17:00,2.0
30-04-01 16:00,3.1
30-04-01 15:00,3.5
30-04-01 14:00,5.1
30-04-01 13:00,2.5
30-04-01 12:00,3.5
30-04-01 11:00,2.3
30-04-01 10:00,3.7
30-04-01 09:00,4.7
30-04-01 08:00,3.3
30-04-01 07:00,5.3
30-04-01 06:00,6.4
30-04-01 05:00,3.5
30-04-01 04:00,1.7
30-04-01 03:00,1.4
30-04-01 02:00,1.0
30-04-01 01:00,1.1
30-04-01 00:00,1.3
29-04-01 23:00,1.4
29-04-01 22:00,2.3
29-04-01 21:00,3.2
29-04-01 20:00,5.4
29-04-01 19:00,3.1
29-04-01 18:00,2.4
29-04-01 17:00,2.0
29-04-01 16:00,3.1
29-04-01 15:00,1.9
29-04-01 14:00,1.6
29-04-01 13:00,1.5
29-04-01 12:00,1.6
29-04-01 11:00,1.6
29-04-01 10:00,1.1
29-04-01 09:00,1.4
29-04-01 08:00,1.0
29-04-01 07:00,0.7
29-04-01 06:00,0.6
29-04-01 05:00,0.6
29-04-01 04:00,0.6
29-04-01 03:00,0.7
29-04-01 02:00,0.7
29-04-01 01:00,0.8
29-04-01 00:00,1.4
28-04-01 23:00,1.7
28-04-01 22:00,2.4
28-04-01 21:00,1.7
28-04-01 20:00,2.0
28-04-01 19:00,1.8
28-04-01 18:00,2.8
28-04-01 17:00,1.9
28-04-01 16:00,2.1
28-04-01 15:00,2.0
28-04-01 14:00,2.7
28-04-01 13:00,1.9
28-04-01 12:00,2.5
28-04-01 11:00,2.8
28-04-01 10:00,3.4
28-04-01 09:00,3.8
28-04-01 08:00,2.8
28-04-01 07:00,1.9
28-04-01 06:00,1.9
28-04-01 05:00,1.3
28-04-01 04:00,0.8
28-04-01 03:00,0.8
28-04-01 02:00,0.7
28-04-01 01:00,1.3
28-04-01 00:00,1.7
27-04-01 23:00,2.0
27-04-01 22:00,2.8
27-04-01 21:00,3.6
27-04-01 20:00,3.4
27-04-01 19:00,3.8
27-04-01 18:00,4.4
27-04-01 17:00,3.3
27-04-01 16:00,
27-04-01 15:00,
27-04-01 14:00,
27-04-01 13:00,
27-04-01 12:00,3.3
27-04-01 11:00,2.4
27-04-01 10:00,3.2
27-04-01 09:00,3.8
27-04-01 08:00,3.9
27-04-01 07:00,4.4
27-04-01 06:00,5.8
27-04-01 05:00,2.4
27-04-01 04:00,1.3
27-04-01 03:00,0.8
27-04-01 02:00,1.2
27-04-01 01:00,0.7
27-04-01 00:00,1.4
26-04-01 23:00,0.9
26-04-01 22:00,1.6
26-04-01 21:00,1.5
26-04-01 20:00,2.1
26-04-01 19:00,2.2
26-04-01 18:00,3.8
26-04-01 17:00,4.0
26-04-01 16:00,3.8
26-04-01 15:00,3.6
26-04-01 14:00,3.2
26-04-01 13:00,3.0
26-04-01 12:00,2.4
26-04-01 11:00,2.5
26-04-01 10:00,2.7
26-04-01 09:00,2.9
26-04-01 08:00,2.4
26-04-01 07:00,2.9
26-04-01 06:00,3.3
26-04-01 05:00,1.9
26-04-01 04:00,0.9
26-04-01 03:00,0.6
26-04-01 02:00,0.5
26-04-01 01:00,0.5
26-04-01 00:00,0.7
25-04-01 23:00,0.7
25-04-01 22:00,1.3
25-04-01 21:00,1.8
25-04-01 20:00,1.9
25-04-01 19:00,2.3
25-04-01 18:00,4.1
25-04-01 17:00,3.3
25-04-01 16:00,4.3
25-04-01 15:00,3.8
25-04-01 14:00,3.1
25-04-01 13:00,2.6
25-04-01 12:00,2.5
25-04-01 11:00,3.8
25-04-01 10:00,3.8
25-04-01 09:00,4.2
25-04-01 08:00,5.6
25-04-01 07:00,9.1
25-04-01 06:00,6.8
25-04-01 05:00,3.5
25-04-01 04:00,1.2
25-04-01 03:00,1.0
25-04-01 02:00,1.1
25-04-01 01:00,1.2
25-04-01 00:00,1.8
24-04-01 23:00,2.6
24-04-01 22:00,3.9
24-04-01 21:00,6.3
24-04-01 20:00,4.9
24-04-01 19:00,5.1
24-04-01 18:00,4.1
24-04-01 17:00,3.6
24-04-01 16:00,4.6
24-04-01 15:00,4.2
24-04-01 14:00,2.9
24-04-01 13:00,2.7
24-04-01 12:00,3.5
24-04-01 11:00,4.2
24-04-01 10:00,5.3
24-04-01 09:00,5.4
24-04-01 08:00,7.0
24-04-01 07:00,11.3
24-04-01 06:00,6.0
24-04-01 05:00,3.4
24-04-01 04:00,1.5
24-04-01 03:00,1.1
24-04-01 02:00,1.1
24-04-01 01:00,1.3
24-04-01 00:00,1.8
23-04-01 23:00,3.4
23-04-01 22:00,1.0
23-04-01 21:00,
23-04-01 20:00,
23-04-01 19:00,
23-04-01 18:00,
23-04-01 17:00,1.7
23-04-01 16:00,2.2
23-04-01 15:00,2.6
23-04-01 14:00,1.4
23-04-01 13:00,2.1
23-04-01 12:00,2.2
23-04-01 11:00,2.5
23-04-01 10:00,2.9
23-04-01 09:00,4.4
23-04-01 08:00,8.6
23-04-01 07:00,14.1
23-04-01 06:00,10.3
23-04-01 05:00,7.5
23-04-01 04:00,1.9
23-04-01 03:00,1.4
23-04-01 02:00,1.1
23-04-01 01:00,1.3
23-04-01 00:00,1.5
22-04-01 23:00,1.7
22-04-01 22:00,3.3
22-04-01 21:00,4.3
22-04-01 20:00,4.5
22-04-01 19:00,3.4
22-04-01 18:00,1.3
22-04-01 17:00,0.8
22-04-01 16:00,0.8
22-04-01 15:00,0.7
22-04-01 14:00,0.8
22-04-01 13:00,0.7
22-04-01 12:00,0.8
22-04-01 11:00,0.7
22-04-01 10:00,0.7
22-04-01 09:00,0.7
22-04-01 08:00,0.6
22-04-01 07:00,0.6
22-04-01 06:00,0.6
22-04-01 05:00,0.6
22-04-01 04:00,0.6
22-04-01 03:00,0.6
22-04-01 02:00,0.6
22-04-01 01:00,0.6
22-04-01 00:00,0.6
21-04-01 23:00,0.6
21-04-01 22:00,0.7
21-04-01 21:00,0.7
21-04-01 20:00,0.8
21-04-01 19:00,0.8
21-04-01 18:00,0.9
21-04-01 17:00,0.9
21-04-01 16:00,1.0
21-04-01 15:00,1.0
21-04-01 14:00,0.9
21-04-01 13:00,1.1
21-04-01 12:00,1.0
21-04-01 11:00,1.1
21-04-01 10:00,1.2
21-04-01 09:00,1.0
21-04-01 08:00,0.9
21-04-01 07:00,0.8
21-04-01 06:00,0.8
21-04-01 05:00,0.9
21-04-01 04:00,0.9
21-04-01 03:00,0.9
21-04-01 02:00,1.0
21-04-01 01:00,0.9
21-04-01 00:00,1.1
20-04-01 23:00,1.1
20-04-01 22:00,1.7
20-04-01 21:00,1.6
20-04-01 20:00,3.0
20-04-01 19:00,4.1
20-04-01 18:00,5.3
20-04-01 17:00,4.5
20-04-01 16:00,4.4
20-04-01 15:00,3.5
20-04-01 14:00,3.6
20-04-01 13:00,2.8
20-04-01 12:00,2.5
20-04-01 11:00,1.7
20-04-01 10:00,5.2
20-04-01 09:00,3.2
20-04-01 08:00,5.4
20-04-01 07:00,9.1
20-04-01 06:00,4.3
20-04-01 05:00,2.1
20-04-01 04:00,1.8
20-04-01 03:00,1.5
20-04-01 02:00,
20-04-01 01:00,
20-04-01 00:00,
19-04-01 23:00,
19-04-01 22:00,4.6
19-04-01 21:00,4.2
19-04-01 20:00,2.4
19-04-01 19:00,3.5
19-04-01 18:00,5.5
19-04-01 17:00,4.4
19-04-01 16:00,4.0
19-04-01 15:00,2.6
19-04-01 14:00,3.8
19-04-01 13:00,3.0
19-04-01 12:00,2.8
19-04-01 11:00,3.3
19-04-01 10:00,3.5
19-04-01 09:00,4.9
19-04-01 08:00,3.5
19-04-01 07:00,5.5
19-04-01 06:00,3.5
19-04-01 05:00,2.1
19-04-01 04:00,1.0
19-04-01 03:00,0.7
19-04-01 02:00,0.7
19-04-01 01:00,1.1
19-04-01 00:00,0.8
18-04-01 23:00,1.1
18-04-01 22:00,1.3
18-04-01 21:00,2.4
18-04-01 20:00,2.4
18-04-01 19:00,2.6
18-04-01 18:00,4.3
18-04-01 17:00,3.7
18-04-01 16:00,4.2
18-04-01 15:00,2.6
18-04-01 14:00,2.7
18-04-01 13:00,2.7
18-04-01 12:00,2.9
18-04-01 11:00,2.7
18-04-01 10:00,3.7
18-04-01 09:00,3.9
18-04-01 08:00,3.5
18-04-01 07:00,5.5
18-04-01 06:00,3.4
18-04-01 05:00,2.0
18-04-01 04:00,1.1
18-04-01 03:00,1.0
18-04-01 02:00,0.9
18-04-01 01:00,1.0
18-04-01 00:00,1.3
17-04-01 23:00,1.9
17-04-01 22:00,2.5
17-04-01 21:00,3.9
17-04-01 20:00,4.5
17-04-01 19:00,4.3
17-04-01 18:00,5.2
17-04-01 17:00,8.7
17-04-01 16:00,5.8
17-04-01 15:00,4.3
17-04-01 14:00,3.9
17-04-01 13:00,3.7
17-04-01 12:00,4.8
17-04-01 11:00,4.2
17-04-01 10:00,1.3
17-04-01 09:00,1.6
17-04-01 08:00,1.3
17-04-01 07:00,2.4
17-04-01 06:00,2.1
17-04-01 05:00,2.3
17-04-01 04:00,1.5
17-04-01 03:00,1.4
17-04-01 02:00,1.2
17-04-01 01:00,1.4
17-04-01 00:00,1.6
16-04-01 23:00,1.3
16-04-01 22:00,0.9
16-04-01 21:00,0.9
16-04-01 20:00,1.2
16-04-01 19:00,1.0
16-04-01 18:00,0.8
16-04-01 17:00,1.4
16-04-01 16:00,2.0
16-04-01 15:00,1.1
16-04-01 14:00,2.5
16-04-01 13:00,2.6
16-04-01 12:00,2.5
16-04-01 11:00,2.9
16-04-01 10:00,2.4
16-04-01 09:00,2.0
16-04-01 08:00,1.8
16-04-01 07:00,
16-04-01 06:00,
16-04-01 05:00,
16-04-01 04:00,
16-04-01 03:00,0.7
16-04-01 02:00,0.9
16-04-01 01:00,1.0
16-04-01 00:00,1.4
15-04-01 23:00,1.8
15-04-01 22:00,2.0
15-04-01 21:00,2.8
15-04-01 20:00,4.2
15-04-01 19:00,2.5
15-04-01 18:00,2.6
15-04-01 17:00,2.5
15-04-01 16:00,2.5
15-04-01 15:00,2.7
15-04-01 14:00,2.4
15-04-01 13:00,2.1
15-04-01 12:00,2.6
15-04-01 11:00,2.7
15-04-01 10:00,1.9
15-04-01 09:00,1.4
15-04-01 08:00,1.1
15-04-01 07:00,1.0
15-04-01 06:00,0.8
15-04-01 05:00,1.0
15-04-01 04:00,0.9
15-04-01 03:00,1.1
15-04-01 02:00,1.2
15-04-01 01:00,1.6
15-04-01 00:00,2.2
14-04-01 23:00,3.1
14-04-01 22:00,2.8
14-04-01 21:00,3.4
14-04-01 20:00,3.3
14-04-01 19:00,2.2
14-04-01 18:00,2.4
14-04-01 17:00,2.0
14-04-01 16:00,1.1
14-04-01 15:00,2.4
14-04-01 14:00,0.8
14-04-01 13:00,0.7
14-04-01 12:00,1.2
14-04-01 11:00,3.5
14-04-01 10:00,2.7
14-04-01 09:00,1.6
14-04-01 08:00,2.2
14-04-01 07:00,1.1
14-04-01 06:00,1.0
14-04-01 05:00,0.6
14-04-01 04:00,0.6
14-04-01 03:00,0.6
14-04-01 02:00,0.6
14-04-01 01:00,0.7
14-04-01 00:00,0.8
13-04-01 23:00,0.9
13-04-01 22:00,1.7
13-04-01 21:00,1.1
13-04-01 20:00,1.2
13-04-01 19:00,0.6
13-04-01 18:00,0.6
13-04-01 17:00,0.7
13-04-01 16:00,1.0
13-04-01 15:00,1.6
13-04-01 14:00,0.8
13-04-01 13:00,0.7
13-04-01 12:00,0.7
13-04-01 11:00,1.4
13-04-01 10:00,1.4
13-04-01 09:00,1.0
13-04-01 08:00,0.6
13-04-01 07:00,0.6
13-04-01 06:00,0.7
13-04-01 05:00,0.7
13-04-01 04:00,0.5
13-04-01 03:00,0.6
13-04-01 02:00,0.6
13-04-01 01:00,0.5
13-04-01 00:00,0.6
12-04-01 23:00,0.7
12-04-01 22:00,1.4
12-04-01 21:00,1.1
12-04-01 20:00,1.1
12-04-01 19:00,0.6
12-04-01 18:00,0.7
12-04-01 17:00,2.7
12-04-01 16:00,3.0
12-04-01 15:00,2.6
12-04-01 14:00,2.8
12-04-01 13:00,2.3
12-04-01 12:00,
12-04-01 11:00,
12-04-01 10:00,
12-04-01 09:00,
12-04-01 08:00,1.4
12-04-01 07:00,1.9
12-04-01 06:00,0.9
12-04-01 05:00,0.8
