Datum Zeit,Radebeul-Wahnsdorf SO2
,µg/m³
01-05-01 00:00,
30-04-01 23:00,6.3
30-04-01 22:00,
30-04-01 21:00,5.2
30-04-01 20:00,5.3
30-04-01 19:00,4.4
30-04-01 18:00,4.6
30-04-01 17:00,5.7
30-04-01 16:00,6.3
30-04-01 15:00,6.8
30-04-01 14:00,8.6
30-04-01 13:00,9.0
30-04-01 12:00,8.0
30-04-01 11:00,7.1
30-04-01 10:00,8.5
30-04-01 09:00,8.7
30-04-01 08:00,6.4
30-04-01 07:00,4.9
30-04-01 06:00,3.9
30-04-01 05:00,3.5
30-04-01 04:00,3.2
30-04-01 03:00,6.5
30-04-01 02:00,5.1
30-04-01 01:00,2.6
30-04-01 00:00,
29-04-01 23:00,2.8
29-04-01 22:00,
29-04-01 21:00,4.9
29-04-01 20:00,4.2
29-04-01 19:00,3.7
29-04-01 18:00,4.8
29-04-01 17:00,5.1
29-04-01 16:00,6.2
29-04-01 15:00,6.0
29-04-01 14:00,6.5
29-04-01 13:00,4.4
29-04-01 12:00,5.2
29-04-01 11:00,2.6
29-04-01 10:00,7.8
29-04-01 09:00,12.6
29-04-01 08:00,12.7
29-04-01 07:00,8.8
29-04-01 06:00,5.8
29-04-01 05:00,2.9
29-04-01 04:00,2.2
29-04-01 03:00,1.0
29-04-01 02:00,1.5
29-04-01 01:00,1.3
29-04-01 00:00,
28-04-01 23:00,
28-04-01 22:00,1.9
28-04-01 21:00,2.3
28-04-01 20:00,2.0
28-04-01 19:00,1.8
28-04-01 18:00,1.8
28-04-01 17:00,1.7
28-04-01 16:00,1.5
28-04-01 15:00,1.3
28-04-01 14:00,1.1
28-04-01 13:00,1.3
28-04-01 12:00,1.3
28-04-01 11:00,1.5
28-04-01 10:00,2.1
28-04-01 09:00,4.1
28-04-01 08:00,3.9
28-04-01 07:00,4.0
28-04-01 06:00,3.0
28-04-01 05:00,3.9
28-04-01 04:00,3.4
28-04-01 03:00,2.6
28-04-01 02:00,1.7
28-04-01 01:00,2.7
28-04-01 00:00,
27-04-01 23:00,
27-04-01 22:00,3.5
27-04-01 21:00,3.4
27-04-01 20:00,2.3
27-04-01 19:00,3.1
27-04-01 18:00,2.9
27-04-01 17:00,2.6
27-04-01 16:00,2.1
27-04-01 15:00,2.6
27-04-01 14:00,1.9
27-04-01 13:00,1.5
27-04-01 12:00,1.8
27-04-01 11:00,2.0
27-04-01 10:00,3.0
27-04-01 09:00,3.8
27-04-01 08:00,3.8
27-04-01 07:00,2.7
27-04-01 06:00,2.0
27-04-01 05:00,2.1
27-04-01 04:00,2.0
27-04-01 03:00,2.1
27-04-01 02:00,2.1
27-04-01 01:00,1.9
27-04-01 00:00,
26-04-01 23:00,1.9
26-04-01 22:00,1.4
26-04-01 21:00,1.8
26-04-01 20:00,2.0
26-04-01 19:00,2.4
26-04-01 18:00,1.9
26-04-01 17:00,2.2
26-04-01 16:00,1.7
26-04-01 15:00,1.5
26-04-01 14:00,1.5
26-04-01 13:00,2.0
