Datum Zeit,Leipzig-West BEN
,µg/m³
01-02-07 00:00,0.9
31-01-07 23:00,1.0
31-01-07 22:00,1.0
31-01-07 21:00,0.8
31-01-07 20:00,0.9
31-01-07 19:00,0.9
31-01-07 18:00,1.0
31-01-07 17:00,1.0
31-01-07 16:00,0.9
31-01-07 15:00,0.7
31-01-07 14:00,0.8
31-01-07 13:00,0.7
31-01-07 12:00,1.0
31-01-07 11:00,1.0
31-01-07 10:00,1.0
31-01-07 09:00,1.0
31-01-07 08:00,0.8
31-01-07 07:00,0.9
31-01-07 06:00,0.6
31-01-07 05:00,0.5
31-01-07 04:00,0.4
31-01-07 03:00,0.6
31-01-07 02:00,0.7
31-01-07 01:00,0.7
31-01-07 00:00,0.7
30-01-07 23:00,0.8
30-01-07 22:00,0.9
30-01-07 21:00,0.7
30-01-07 20:00,1.1
30-01-07 19:00,1.0
30-01-07 18:00,0.5
30-01-07 17:00,0.5
30-01-07 16:00,0.5
30-01-07 15:00,0.5
30-01-07 14:00,0.5
30-01-07 13:00,0.5
30-01-07 12:00,0.5
30-01-07 11:00,0.6
30-01-07 10:00,0.5
30-01-07 09:00,0.5
30-01-07 08:00,0.6
30-01-07 07:00,1.0
30-01-07 06:00,0.6
30-01-07 05:00,0.5
30-01-07 04:00,0.6
30-01-07 03:00,0.5
30-01-07 02:00,0.5
30-01-07 01:00,0.5
30-01-07 00:00,0.5
29-01-07 23:00,0.6
29-01-07 22:00,0.7
29-01-07 21:00,0.8
29-01-07 20:00,0.7
29-01-07 19:00,0.8
29-01-07 18:00,0.8
29-01-07 17:00,0.5
29-01-07 16:00,0.5
29-01-07 15:00,0.5
29-01-07 14:00,0.5
29-01-07 13:00,0.6
29-01-07 12:00,0.5
29-01-07 11:00,0.5
29-01-07 10:00,0.5
29-01-07 09:00,0.5
29-01-07 08:00,
29-01-07 07:00,
29-01-07 06:00,
29-01-07 05:00,
29-01-07 04:00,
29-01-07 03:00,0.4
29-01-07 02:00,0.4
29-01-07 01:00,0.5
29-01-07 00:00,0.5
28-01-07 23:00,0.6
28-01-07 22:00,0.6
28-01-07 21:00,0.6
28-01-07 20:00,0.6
28-01-07 19:00,0.6
28-01-07 18:00,0.6
28-01-07 17:00,0.6
28-01-07 16:00,0.7
28-01-07 15:00,0.7
28-01-07 14:00,0.7
28-01-07 13:00,0.7
28-01-07 12:00,0.7
