Datum Zeit,Dresden-Nord BEN
,µg/m³
01-03-01 00:00,3.0
28-02-01 23:00,3.3
28-02-01 22:00,3.2
28-02-01 21:00,3.5
28-02-01 20:00,3.8
28-02-01 19:00,4.4
28-02-01 18:00,4.0
28-02-01 17:00,3.5
28-02-01 16:00,3.0
28-02-01 15:00,3.2
28-02-01 14:00,2.7
28-02-01 13:00,2.6
28-02-01 12:00,2.9
28-02-01 11:00,3.0
28-02-01 10:00,2.6
28-02-01 09:00,3.2
28-02-01 08:00,3.0
28-02-01 07:00,2.0
28-02-01 06:00,1.6
28-02-01 05:00,1.4
28-02-01 04:00,1.4
28-02-01 03:00,1.6
28-02-01 02:00,2.1
28-02-01 01:00,2.1
28-02-01 00:00,2.7
27-02-01 23:00,2.9
27-02-01 22:00,3.1
27-02-01 21:00,4.0
27-02-01 20:00,4.2
27-02-01 19:00,4.1
27-02-01 18:00,3.9
27-02-01 17:00,3.4
27-02-01 16:00,2.9
27-02-01 15:00,2.9
27-02-01 14:00,2.1
27-02-01 13:00,3.3
27-02-01 12:00,4.0
27-02-01 11:00,4.6
27-02-01 10:00,4.9
27-02-01 09:00,5.4
27-02-01 08:00,
27-02-01 07:00,
27-02-01 06:00,
27-02-01 05:00,
27-02-01 04:00,3.4
27-02-01 03:00,4.6
27-02-01 02:00,5.9
27-02-01 01:00,6.2
27-02-01 00:00,5.8
26-02-01 23:00,6.0
26-02-01 22:00,7.1
26-02-01 21:00,7.8
26-02-01 20:00,8.3
26-02-01 19:00,7.3
26-02-01 18:00,6.8
26-02-01 17:00,5.3
26-02-01 16:00,3.8
26-02-01 15:00,3.9
26-02-01 14:00,3.8
26-02-01 13:00,3.5
26-02-01 12:00,3.0
26-02-01 11:00,3.5
26-02-01 10:00,5.2
26-02-01 09:00,8.8
26-02-01 08:00,7.6
26-02-01 07:00,5.0
26-02-01 06:00,3.7
26-02-01 05:00,3.3
26-02-01 04:00,3.4
26-02-01 03:00,3.7
26-02-01 02:00,3.5
26-02-01 01:00,3.7
26-02-01 00:00,4.3
25-02-01 23:00,4.7
25-02-01 22:00,4.8
25-02-01 21:00,5.4
25-02-01 20:00,5.4
25-02-01 19:00,5.0
25-02-01 18:00,5.1
25-02-01 17:00,5.1
25-02-01 16:00,5.0
25-02-01 15:00,4.1
25-02-01 14:00,3.8
25-02-01 13:00,4.7
25-02-01 12:00,4.2
25-02-01 11:00,3.4
25-02-01 10:00,2.9
25-02-01 09:00,2.3
25-02-01 08:00,2.3
25-02-01 07:00,2.4
25-02-01 06:00,2.3
25-02-01 05:00,2.6
25-02-01 04:00,2.8
25-02-01 03:00,3.3
25-02-01 02:00,3.8
25-02-01 01:00,4.3
25-02-01 00:00,5.6
24-02-01 23:00,6.4
24-02-01 22:00,5.0
24-02-01 21:00,4.9
24-02-01 20:00,7.8
24-02-01 19:00,6.6
24-02-01 18:00,3.8
24-02-01 17:00,4.0
24-02-01 16:00,3.7
24-02-01 15:00,3.8
24-02-01 14:00,3.4
24-02-01 13:00,3.6
24-02-01 12:00,3.0
24-02-01 11:00,3.5
24-02-01 10:00,2.2
24-02-01 09:00,2.3
24-02-01 08:00,2.5
24-02-01 07:00,1.7
24-02-01 06:00,1.4
24-02-01 05:00,2.1
24-02-01 04:00,2.1
24-02-01 03:00,2.5
24-02-01 02:00,2.0
24-02-01 01:00,2.4
24-02-01 00:00,3.9
23-02-01 23:00,3.2
23-02-01 22:00,3.4
23-02-01 21:00,5.2
23-02-01 20:00,5.8
23-02-01 19:00,3.8
23-02-01 18:00,4.2
23-02-01 17:00,2.8
23-02-01 16:00,3.7
23-02-01 15:00,4.0
23-02-01 14:00,3.2
23-02-01 13:00,
23-02-01 12:00,
23-02-01 11:00,
23-02-01 10:00,
23-02-01 09:00,
23-02-01 08:00,
23-02-01 07:00,
23-02-01 06:00,
23-02-01 05:00,
23-02-01 04:00,
23-02-01 03:00,
23-02-01 02:00,
23-02-01 01:00,
23-02-01 00:00,
22-02-01 23:00,
22-02-01 22:00,
22-02-01 21:00,
22-02-01 20:00,
22-02-01 19:00,
22-02-01 18:00,
22-02-01 17:00,
22-02-01 16:00,
22-02-01 15:00,
22-02-01 14:00,4.0
22-02-01 13:00,2.8
22-02-01 12:00,2.2
22-02-01 11:00,1.7
22-02-01 10:00,1.5
22-02-01 09:00,1.6
22-02-01 08:00,1.7
22-02-01 07:00,1.1
22-02-01 06:00,0.7
22-02-01 05:00,0.7
22-02-01 04:00,0.8
22-02-01 03:00,0.7
22-02-01 02:00,
22-02-01 01:00,
22-02-01 00:00,
21-02-01 23:00,
21-02-01 22:00,1.5
21-02-01 21:00,2.0
21-02-01 20:00,2.1
21-02-01 19:00,2.5
21-02-01 18:00,2.8
21-02-01 17:00,3.2
21-02-01 16:00,2.4
21-02-01 15:00,1.7
21-02-01 14:00,1.7
21-02-01 13:00,2.2
21-02-01 12:00,1.5
21-02-01 11:00,1.5
21-02-01 10:00,2.3
21-02-01 09:00,1.7
21-02-01 08:00,2.0
21-02-01 07:00,1.7
21-02-01 06:00,1.2
21-02-01 05:00,0.9
21-02-01 04:00,0.9
21-02-01 03:00,1.4
21-02-01 02:00,1.8
21-02-01 01:00,1.8
21-02-01 00:00,2.4
20-02-01 23:00,3.1
20-02-01 22:00,3.1
20-02-01 21:00,4.5
20-02-01 20:00,4.8
20-02-01 19:00,3.5
20-02-01 18:00,3.0
20-02-01 17:00,2.2
20-02-01 16:00,1.9
20-02-01 15:00,1.8
20-02-01 14:00,1.8
20-02-01 13:00,2.1
20-02-01 12:00,1.9
20-02-01 11:00,1.9
20-02-01 10:00,1.9
20-02-01 09:00,1.4
20-02-01 08:00,1.7
20-02-01 07:00,1.5
20-02-01 06:00,1.0
20-02-01 05:00,1.5
20-02-01 04:00,1.7
20-02-01 03:00,1.6
20-02-01 02:00,2.0
20-02-01 01:00,1.9
20-02-01 00:00,2.5
19-02-01 23:00,3.0
19-02-01 22:00,2.8
19-02-01 21:00,3.7
19-02-01 20:00,3.6
19-02-01 19:00,2.7
19-02-01 18:00,2.3
19-02-01 17:00,2.1
19-02-01 16:00,2.8
19-02-01 15:00,2.4
19-02-01 14:00,2.8
19-02-01 13:00,2.9
19-02-01 12:00,2.6
19-02-01 11:00,2.7
19-02-01 10:00,1.9
19-02-01 09:00,3.0
19-02-01 08:00,2.4
19-02-01 07:00,2.7
19-02-01 06:00,2.4
19-02-01 05:00,3.5
19-02-01 04:00,4.2
19-02-01 03:00,4.9
19-02-01 02:00,5.5
19-02-01 01:00,4.6
19-02-01 00:00,3.4
18-02-01 23:00,2.3
18-02-01 22:00,2.3
18-02-01 21:00,2.3
18-02-01 20:00,2.8
18-02-01 19:00,3.5
18-02-01 18:00,2.6
18-02-01 17:00,2.5
18-02-01 16:00,3.2
18-02-01 15:00,2.3
18-02-01 14:00,2.7
18-02-01 13:00,2.3
18-02-01 12:00,2.6
18-02-01 11:00,1.6
18-02-01 10:00,1.5
18-02-01 09:00,1.1
18-02-01 08:00,1.6
18-02-01 07:00,
18-02-01 06:00,
18-02-01 05:00,
18-02-01 04:00,
18-02-01 03:00,2.9
18-02-01 02:00,2.5
18-02-01 01:00,3.1
18-02-01 00:00,2.4
17-02-01 23:00,2.3
17-02-01 22:00,1.8
17-02-01 21:00,2.9
17-02-01 20:00,2.8
17-02-01 19:00,3.2
17-02-01 18:00,2.8
17-02-01 17:00,2.9
17-02-01 16:00,2.8
17-02-01 15:00,3.7
17-02-01 14:00,3.8
17-02-01 13:00,3.7
17-02-01 12:00,4.2
17-02-01 11:00,4.6
17-02-01 10:00,4.4
