Datum Zeit,Leipzig-West CO
,mg/m3
01-03-01 00:00,0.1
28-02-01 23:00,0.2
28-02-01 22:00,0.1
28-02-01 21:00,0.2
28-02-01 20:00,0.1
28-02-01 19:00,0.1
28-02-01 18:00,0.1
28-02-01 17:00,0.1
28-02-01 16:00,0.1
28-02-01 15:00,0.2
28-02-01 14:00,0.2
28-02-01 13:00,0.1
28-02-01 12:00,0.1
28-02-01 11:00,0.1
28-02-01 10:00,0.2
28-02-01 09:00,0.6
28-02-01 08:00,0.9
28-02-01 07:00,1.0
28-02-01 06:00,0.1
28-02-01 05:00,0.1
28-02-01 04:00,0.1
28-02-01 03:00,0.1
28-02-01 02:00,0.1
28-02-01 01:00,
28-02-01 00:00,0.1
27-02-01 23:00,0.1
27-02-01 22:00,0.1
27-02-01 21:00,0.1
27-02-01 20:00,0.1
27-02-01 19:00,0.1
27-02-01 18:00,0.1
27-02-01 17:00,0.1
27-02-01 16:00,0.1
27-02-01 15:00,0.2
27-02-01 14:00,0.1
27-02-01 13:00,0.1
27-02-01 12:00,0.1
27-02-01 11:00,0.1
27-02-01 10:00,0.1
27-02-01 09:00,0.1
27-02-01 08:00,0.3
27-02-01 07:00,0.4
27-02-01 06:00,0.4
27-02-01 05:00,0.1
27-02-01 04:00,0.1
27-02-01 03:00,0.1
27-02-01 02:00,0.1
27-02-01 01:00,0.1
27-02-01 00:00,0.1
26-02-01 23:00,0.2
26-02-01 22:00,0.2
26-02-01 21:00,0.3
26-02-01 20:00,0.4
26-02-01 19:00,0.5
26-02-01 18:00,0.2
26-02-01 17:00,0.1
26-02-01 16:00,0.2
26-02-01 15:00,0.1
26-02-01 14:00,0.1
26-02-01 13:00,0.1
26-02-01 12:00,0.1
26-02-01 11:00,0.2
26-02-01 10:00,0.1
26-02-01 09:00,0.2
26-02-01 08:00,0.2
26-02-01 07:00,0.1
26-02-01 06:00,0.1
26-02-01 05:00,0.1
26-02-01 04:00,0.1
26-02-01 03:00,0.1
26-02-01 02:00,0.1
26-02-01 01:00,
26-02-01 00:00,0.1
25-02-01 23:00,0.1
25-02-01 22:00,0.1
25-02-01 21:00,0.1
25-02-01 20:00,
25-02-01 19:00,0.2
25-02-01 18:00,0.1
25-02-01 17:00,0.1
25-02-01 16:00,0.1
25-02-01 15:00,0.1
25-02-01 14:00,0.1
25-02-01 13:00,0.1
25-02-01 12:00,0.1
25-02-01 11:00,0.1
25-02-01 10:00,0.1
25-02-01 09:00,0.1
25-02-01 08:00,0.1
25-02-01 07:00,0.1
25-02-01 06:00,0.1
25-02-01 05:00,0.1
25-02-01 04:00,0.1
25-02-01 03:00,0.1
25-02-01 02:00,0.1
25-02-01 01:00,0.1
25-02-01 00:00,0.1
24-02-01 23:00,0.2
24-02-01 22:00,0.6
24-02-01 21:00,0.4
24-02-01 20:00,0.2
24-02-01 19:00,0.1
24-02-01 18:00,0.1
24-02-01 17:00,0.1
24-02-01 16:00,0.1
24-02-01 15:00,0.1
24-02-01 14:00,0.1
24-02-01 13:00,0.1
24-02-01 12:00,0.1
24-02-01 11:00,0.1
24-02-01 10:00,0.1
24-02-01 09:00,0.1
24-02-01 08:00,0.1
24-02-01 07:00,0.1
24-02-01 06:00,0.1
24-02-01 05:00,0.1
24-02-01 04:00,0.1
24-02-01 03:00,0.1
24-02-01 02:00,0.1
24-02-01 01:00,0.1
24-02-01 00:00,0.1
23-02-01 23:00,0.1
23-02-01 22:00,0.1
23-02-01 21:00,
23-02-01 20:00,
23-02-01 19:00,0.1
23-02-01 18:00,0.1
23-02-01 17:00,0.1
23-02-01 16:00,0.1
23-02-01 15:00,0.1
23-02-01 14:00,0.1
23-02-01 13:00,0.1
23-02-01 12:00,0.1
23-02-01 11:00,0.1
23-02-01 10:00,0.1
23-02-01 09:00,0.1
23-02-01 08:00,0.1
23-02-01 07:00,0.3
23-02-01 06:00,0.1
23-02-01 05:00,0.1
23-02-01 04:00,0.1
23-02-01 03:00,0.1
23-02-01 02:00,0.1
23-02-01 01:00,0.1
23-02-01 00:00,0.1
22-02-01 23:00,0.1
22-02-01 22:00,0.1
22-02-01 21:00,0.1
22-02-01 20:00,0.1
22-02-01 19:00,0.1
22-02-01 18:00,0.1
22-02-01 17:00,0.1
22-02-01 16:00,0.1
22-02-01 15:00,0.1
22-02-01 14:00,
22-02-01 13:00,0.1
22-02-01 12:00,0.1
22-02-01 11:00,0.1
22-02-01 10:00,0.1
22-02-01 09:00,0.1
22-02-01 08:00,0.1
22-02-01 07:00,0.1
22-02-01 06:00,0.1
22-02-01 05:00,0.1
22-02-01 04:00,0.1
22-02-01 03:00,0.1
22-02-01 02:00,0.1
22-02-01 01:00,0.1
22-02-01 00:00,0.1
21-02-01 23:00,0.1
21-02-01 22:00,0.1
21-02-01 21:00,0.1
21-02-01 20:00,0.1
21-02-01 19:00,0.1
21-02-01 18:00,0.1
21-02-01 17:00,0.1
21-02-01 16:00,0.1
21-02-01 15:00,0.1
21-02-01 14:00,0.1
21-02-01 13:00,0.1
21-02-01 12:00,0.1
21-02-01 11:00,0.1
21-02-01 10:00,0.1
21-02-01 09:00,0.1
21-02-01 08:00,0.1
21-02-01 07:00,0.1
21-02-01 06:00,0.1
21-02-01 05:00,0.1
21-02-01 04:00,0.1
21-02-01 03:00,0.1
21-02-01 02:00,0.1
