Datum Zeit,Zittau-Ost SO2
,µg/m³
01-01-02 00:00,
31-12-01 23:00,4.3
31-12-01 22:00,3.7
31-12-01 21:00,3.2
31-12-01 20:00,4.4
31-12-01 19:00,4.8
31-12-01 18:00,7.1
31-12-01 17:00,6.6
31-12-01 16:00,4.3
31-12-01 15:00,4.6
31-12-01 14:00,3.0
31-12-01 13:00,3.6
31-12-01 12:00,3.5
31-12-01 11:00,4.3
31-12-01 10:00,4.7
31-12-01 09:00,3.4
31-12-01 08:00,2.2
31-12-01 07:00,1.9
31-12-01 06:00,2.8
31-12-01 05:00,
31-12-01 04:00,4.0
31-12-01 03:00,3.1
31-12-01 02:00,8.1
31-12-01 01:00,13.8
31-12-01 00:00,
30-12-01 23:00,4.7
30-12-01 22:00,3.9
30-12-01 21:00,4.4
30-12-01 20:00,5.1
30-12-01 19:00,4.5
30-12-01 18:00,5.6
30-12-01 17:00,5.6
30-12-01 16:00,5.8
30-12-01 15:00,5.2
30-12-01 14:00,4.6
30-12-01 13:00,5.8
30-12-01 12:00,6.0
30-12-01 11:00,6.1
30-12-01 10:00,6.0
30-12-01 09:00,2.7
30-12-01 08:00,2.7
30-12-01 07:00,4.0
30-12-01 06:00,
30-12-01 05:00,2.7
30-12-01 04:00,4.0
30-12-01 03:00,3.9
30-12-01 02:00,2.5
30-12-01 01:00,4.2
30-12-01 00:00,
29-12-01 23:00,3.4
29-12-01 22:00,1.2
29-12-01 21:00,1.0
29-12-01 20:00,1.7
29-12-01 19:00,2.1
29-12-01 18:00,3.4
29-12-01 17:00,3.1
29-12-01 16:00,2.9
29-12-01 15:00,2.7
29-12-01 14:00,2.1
29-12-01 13:00,1.6
29-12-01 12:00,3.7
29-12-01 11:00,2.2
29-12-01 10:00,2.9
29-12-01 09:00,1.2
29-12-01 08:00,1.5
29-12-01 07:00,1.4
29-12-01 06:00,
29-12-01 05:00,1.0
29-12-01 04:00,1.1
29-12-01 03:00,1.0
29-12-01 02:00,1.0
29-12-01 01:00,1.4
29-12-01 00:00,
28-12-01 23:00,1.0
28-12-01 22:00,1.4
28-12-01 21:00,1.0
28-12-01 20:00,1.2
28-12-01 19:00,2.2
28-12-01 18:00,1.3
28-12-01 17:00,1.9
28-12-01 16:00,3.1
28-12-01 15:00,3.6
28-12-01 14:00,5.1
28-12-01 13:00,8.4
28-12-01 12:00,8.4
28-12-01 11:00,7.8
28-12-01 10:00,5.1
28-12-01 09:00,5.8
28-12-01 08:00,4.4
28-12-01 07:00,
28-12-01 06:00,4.9
28-12-01 05:00,5.2
28-12-01 04:00,4.9
28-12-01 03:00,5.4
28-12-01 02:00,6.1
