Datum Zeit,Goerlitz BEN
,µg/m³
01-02-12 00:00,2.7
31-01-12 23:00,
31-01-12 22:00,
31-01-12 21:00,
31-01-12 20:00,
31-01-12 19:00,2.5
31-01-12 18:00,2.3
31-01-12 17:00,2.2
31-01-12 16:00,2.3
31-01-12 15:00,2.4
31-01-12 14:00,2.3
31-01-12 13:00,2.3
31-01-12 12:00,2.4
31-01-12 11:00,2.4
31-01-12 10:00,2.3
31-01-12 09:00,2.2
31-01-12 08:00,2.1
31-01-12 07:00,2.1
31-01-12 06:00,2.0
31-01-12 05:00,2.0
31-01-12 04:00,2.0
31-01-12 03:00,1.9
31-01-12 02:00,1.8
31-01-12 01:00,1.8
31-01-12 00:00,1.8
30-01-12 23:00,2.0
30-01-12 22:00,2.3
30-01-12 21:00,2.4
30-01-12 20:00,2.3
30-01-12 19:00,2.3
30-01-12 18:00,2.4
30-01-12 17:00,2.1
30-01-12 16:00,2.0
30-01-12 15:00,2.3
30-01-12 14:00,2.4
30-01-12 13:00,2.4
30-01-12 12:00,2.4
30-01-12 11:00,2.5
30-01-12 10:00,2.7
30-01-12 09:00,2.8
30-01-12 08:00,3.0
30-01-12 07:00,2.9
30-01-12 06:00,3.0
30-01-12 05:00,3.2
30-01-12 04:00,3.1
30-01-12 03:00,3.1
30-01-12 02:00,3.1
30-01-12 01:00,2.8
30-01-12 00:00,2.4
29-01-12 23:00,2.4
29-01-12 22:00,2.7
29-01-12 21:00,3.5
29-01-12 20:00,3.5
29-01-12 19:00,3.3
29-01-12 18:00,3.3
29-01-12 17:00,3.1
29-01-12 16:00,3.0
29-01-12 15:00,3.2
29-01-12 14:00,3.3
29-01-12 13:00,3.4
29-01-12 12:00,3.5
29-01-12 11:00,3.8
29-01-12 10:00,3.9
29-01-12 09:00,4.0
29-01-12 08:00,3.9
29-01-12 07:00,4.2
29-01-12 06:00,4.9
29-01-12 05:00,5.2
29-01-12 04:00,5.0
29-01-12 03:00,4.8
29-01-12 02:00,4.5
29-01-12 01:00,4.4
29-01-12 00:00,4.4
28-01-12 23:00,4.6
28-01-12 22:00,4.8
28-01-12 21:00,4.9
28-01-12 20:00,4.9
28-01-12 19:00,4.6
28-01-12 18:00,4.4
28-01-12 17:00,4.1
28-01-12 16:00,3.9
28-01-12 15:00,3.9
28-01-12 14:00,3.9
28-01-12 13:00,4.0
28-01-12 12:00,4.0
28-01-12 11:00,3.9
28-01-12 10:00,3.9
28-01-12 09:00,3.8
28-01-12 08:00,
28-01-12 07:00,
28-01-12 06:00,
28-01-12 05:00,
28-01-12 04:00,4.3
28-01-12 03:00,4.3
28-01-12 02:00,4.1
28-01-12 01:00,4.4
28-01-12 00:00,4.5
27-01-12 23:00,4.0
27-01-12 22:00,4.1
27-01-12 21:00,3.5
