Datum Zeit,Chemnitz-Mitte BEN
,µg/m³
01-04-03 00:00,1.7
31-03-03 23:00,2.0
31-03-03 22:00,2.7
31-03-03 21:00,1.8
31-03-03 20:00,1.5
31-03-03 19:00,1.4
31-03-03 18:00,1.1
31-03-03 17:00,1.1
31-03-03 16:00,1.2
31-03-03 15:00,1.0
31-03-03 14:00,0.9
31-03-03 13:00,1.3
31-03-03 12:00,1.1
31-03-03 11:00,1.2
31-03-03 10:00,1.1
31-03-03 09:00,1.0
31-03-03 08:00,1.6
31-03-03 07:00,1.5
31-03-03 06:00,0.7
31-03-03 05:00,0.4
31-03-03 04:00,0.6
31-03-03 03:00,0.7
31-03-03 02:00,0.7
31-03-03 01:00,0.8
31-03-03 00:00,0.9
30-03-03 23:00,0.8
30-03-03 22:00,0.7
30-03-03 21:00,1.2
30-03-03 20:00,2.3
30-03-03 19:00,1.0
30-03-03 18:00,0.9
30-03-03 17:00,0.9
30-03-03 16:00,0.8
30-03-03 15:00,1.2
30-03-03 14:00,1.5
30-03-03 13:00,1.0
30-03-03 12:00,1.5
30-03-03 11:00,1.3
30-03-03 10:00,1.6
30-03-03 09:00,1.4
30-03-03 08:00,1.8
30-03-03 07:00,1.7
30-03-03 06:00,1.8
30-03-03 05:00,1.7
30-03-03 04:00,1.8
30-03-03 03:00,2.6
30-03-03 02:00,2.3
30-03-03 01:00,3.4
30-03-03 00:00,3.2
29-03-03 23:00,3.0
29-03-03 22:00,3.4
29-03-03 21:00,3.3
29-03-03 20:00,2.6
29-03-03 19:00,1.0
29-03-03 18:00,0.9
29-03-03 17:00,1.1
29-03-03 16:00,1.4
29-03-03 15:00,1.1
29-03-03 14:00,0.9
29-03-03 13:00,1.4
29-03-03 12:00,2.3
29-03-03 11:00,1.7
29-03-03 10:00,2.6
29-03-03 09:00,2.7
29-03-03 08:00,3.7
29-03-03 07:00,2.7
29-03-03 06:00,3.2
29-03-03 05:00,3.0
29-03-03 04:00,3.5
29-03-03 03:00,3.9
29-03-03 02:00,7.5
29-03-03 01:00,6.3
29-03-03 00:00,5.0
28-03-03 23:00,4.6
28-03-03 22:00,2.9
28-03-03 21:00,2.9
28-03-03 20:00,2.7
