Datum Zeit,Dresden-Nord BEN
,µg/m³
01-11-06 00:00,1.0
31-10-06 23:00,1.3
31-10-06 22:00,1.4
31-10-06 21:00,2.3
31-10-06 20:00,2.2
31-10-06 19:00,1.8
31-10-06 18:00,1.7
31-10-06 17:00,1.6
31-10-06 16:00,1.7
31-10-06 15:00,1.5
31-10-06 14:00,1.3
31-10-06 13:00,1.2
31-10-06 12:00,1.0
31-10-06 11:00,1.2
31-10-06 10:00,1.1
31-10-06 09:00,1.1
31-10-06 08:00,1.0
31-10-06 07:00,1.1
31-10-06 06:00,1.0
31-10-06 05:00,1.0
31-10-06 04:00,1.2
31-10-06 03:00,1.2
31-10-06 02:00,1.2
31-10-06 01:00,1.2
31-10-06 00:00,1.2
30-10-06 23:00,1.2
30-10-06 22:00,2.1
30-10-06 21:00,2.1
30-10-06 20:00,2.5
30-10-06 19:00,2.9
30-10-06 18:00,2.2
30-10-06 17:00,2.2
30-10-06 16:00,3.0
30-10-06 15:00,
30-10-06 14:00,
30-10-06 13:00,
30-10-06 12:00,
30-10-06 11:00,
30-10-06 10:00,3.0
30-10-06 09:00,1.9
30-10-06 08:00,1.3
30-10-06 07:00,1.0
30-10-06 06:00,0.5
30-10-06 05:00,0.4
30-10-06 04:00,0.3
30-10-06 03:00,0.3
30-10-06 02:00,0.3
30-10-06 01:00,0.4
30-10-06 00:00,0.5
29-10-06 23:00,0.4
29-10-06 22:00,0.4
29-10-06 21:00,0.7
29-10-06 20:00,0.9
29-10-06 19:00,1.1
29-10-06 18:00,1.0
29-10-06 17:00,0.8
29-10-06 16:00,0.8
29-10-06 15:00,0.8
29-10-06 14:00,0.8
29-10-06 13:00,0.9
29-10-06 12:00,0.9
29-10-06 11:00,0.8
29-10-06 10:00,0.8
29-10-06 09:00,0.7
29-10-06 08:00,0.4
29-10-06 07:00,0.5
29-10-06 06:00,0.6
29-10-06 05:00,0.4
29-10-06 04:00,0.8
29-10-06 03:00,0.9
29-10-06 02:00,1.3
29-10-06 01:00,1.6
29-10-06 00:00,1.7
28-10-06 23:00,1.5
28-10-06 22:00,1.7
28-10-06 21:00,1.5
28-10-06 20:00,2.1
28-10-06 19:00,2.4
28-10-06 18:00,2.1
28-10-06 17:00,2.1
28-10-06 16:00,2.8
28-10-06 15:00,2.2
28-10-06 14:00,1.8
28-10-06 13:00,1.9
28-10-06 12:00,2.1
28-10-06 11:00,2.4
28-10-06 10:00,2.0
28-10-06 09:00,2.1
28-10-06 08:00,1.9
28-10-06 07:00,1.8
28-10-06 06:00,1.2
28-10-06 05:00,1.1
28-10-06 04:00,1.0
28-10-06 03:00,1.1
28-10-06 02:00,1.6
28-10-06 01:00,1.9
28-10-06 00:00,2.0
27-10-06 23:00,1.2
27-10-06 22:00,1.2
27-10-06 21:00,0.9
27-10-06 20:00,1.6
27-10-06 19:00,2.1
27-10-06 18:00,2.7
27-10-06 17:00,4.5
27-10-06 16:00,1.9
27-10-06 15:00,2.3
27-10-06 14:00,1.7
27-10-06 13:00,1.9
27-10-06 12:00,1.5
27-10-06 11:00,2.2
27-10-06 10:00,2.0
27-10-06 09:00,2.6
27-10-06 08:00,5.5
27-10-06 07:00,2.4
27-10-06 06:00,1.7
27-10-06 05:00,1.2
27-10-06 04:00,1.0
27-10-06 03:00,1.0
27-10-06 02:00,1.2
27-10-06 01:00,1.1
27-10-06 00:00,1.2
26-10-06 23:00,1.2
