Datum Zeit,Borna SO2
,µg/m³
01-06-00 00:00,
31-05-00 23:00,2.7
31-05-00 22:00,3.5
31-05-00 21:00,3.0
31-05-00 20:00,5.9
31-05-00 19:00,5.8
31-05-00 18:00,3.7
31-05-00 17:00,3.1
31-05-00 16:00,5.4
31-05-00 15:00,5.1
31-05-00 14:00,4.3
31-05-00 13:00,3.3
31-05-00 12:00,3.5
31-05-00 11:00,3.7
31-05-00 10:00,5.1
31-05-00 09:00,4.8
31-05-00 08:00,
31-05-00 07:00,5.5
31-05-00 06:00,3.3
31-05-00 05:00,2.9
31-05-00 04:00,1.9
31-05-00 03:00,2.1
31-05-00 02:00,1.6
31-05-00 01:00,
31-05-00 00:00,
30-05-00 23:00,1.0
30-05-00 22:00,1.1
30-05-00 21:00,1.0
30-05-00 20:00,1.0
30-05-00 19:00,1.6
30-05-00 18:00,2.7
30-05-00 17:00,2.7
30-05-00 16:00,2.9
30-05-00 15:00,2.9
30-05-00 14:00,2.7
30-05-00 13:00,2.5
30-05-00 12:00,2.6
30-05-00 11:00,7.3
30-05-00 10:00,5.5
30-05-00 09:00,5.5
30-05-00 08:00,6.1
30-05-00 07:00,5.0
30-05-00 06:00,3.7
30-05-00 05:00,1.4
30-05-00 04:00,1.0
30-05-00 03:00,1.0
30-05-00 02:00,1.0
30-05-00 01:00,
30-05-00 00:00,
29-05-00 23:00,3.2
29-05-00 22:00,2.3
29-05-00 21:00,3.7
29-05-00 20:00,5.4
29-05-00 19:00,4.8
29-05-00 18:00,5.3
29-05-00 17:00,3.4
29-05-00 16:00,4.2
29-05-00 15:00,4.5
29-05-00 14:00,5.6
29-05-00 13:00,4.0
29-05-00 12:00,3.9
29-05-00 11:00,4.5
29-05-00 10:00,6.4
29-05-00 09:00,5.3
29-05-00 08:00,6.0
29-05-00 07:00,7.4
29-05-00 06:00,5.6
29-05-00 05:00,4.3
29-05-00 04:00,3.9
29-05-00 03:00,3.6
29-05-00 02:00,
29-05-00 01:00,5.2
29-05-00 00:00,
28-05-00 23:00,1.0
28-05-00 22:00,5.1
28-05-00 21:00,1.0
28-05-00 20:00,1.0
28-05-00 19:00,1.0
