Datum Zeit,Dresden-Nord CO
,mg/m3
01-06-00 00:00,0.2
31-05-00 23:00,0.3
31-05-00 22:00,0.5
31-05-00 21:00,0.3
31-05-00 20:00,0.5
31-05-00 19:00,0.6
31-05-00 18:00,0.5
31-05-00 17:00,0.4
31-05-00 16:00,0.5
31-05-00 15:00,0.4
31-05-00 14:00,0.1
31-05-00 13:00,0.1
31-05-00 12:00,0.1
31-05-00 11:00,0.1
31-05-00 10:00,0.1
31-05-00 09:00,0.1
31-05-00 08:00,0.2
31-05-00 07:00,0.1
31-05-00 06:00,0.1
31-05-00 05:00,0.1
31-05-00 04:00,0.1
31-05-00 03:00,0.1
31-05-00 02:00,0.1
31-05-00 01:00,0.1
31-05-00 00:00,0.1
30-05-00 23:00,0.1
30-05-00 22:00,0.1
30-05-00 21:00,0.2
30-05-00 20:00,0.2
30-05-00 19:00,0.2
30-05-00 18:00,0.3
30-05-00 17:00,0.3
30-05-00 16:00,0.1
30-05-00 15:00,0.2
30-05-00 14:00,0.3
30-05-00 13:00,0.1
30-05-00 12:00,0.2
30-05-00 11:00,
30-05-00 10:00,0.1
30-05-00 09:00,0.1
30-05-00 08:00,0.2
30-05-00 07:00,0.4
30-05-00 06:00,0.3
30-05-00 05:00,0.1
30-05-00 04:00,0.1
30-05-00 03:00,0.1
30-05-00 02:00,0.1
30-05-00 01:00,0.1
30-05-00 00:00,0.1
29-05-00 23:00,0.1
29-05-00 22:00,0.1
29-05-00 21:00,0.1
29-05-00 20:00,0.1
29-05-00 19:00,0.1
29-05-00 18:00,0.1
29-05-00 17:00,0.1
29-05-00 16:00,0.1
29-05-00 15:00,0.1
29-05-00 14:00,0.1
29-05-00 13:00,0.1
29-05-00 12:00,0.1
29-05-00 11:00,0.1
29-05-00 10:00,0.1
29-05-00 09:00,0.1
29-05-00 08:00,0.1
29-05-00 07:00,0.1
29-05-00 06:00,0.3
29-05-00 05:00,0.4
29-05-00 04:00,0.1
29-05-00 03:00,0.1
29-05-00 02:00,0.1
29-05-00 01:00,0.1
29-05-00 00:00,0.1
28-05-00 23:00,0.2
28-05-00 22:00,0.3
28-05-00 21:00,0.1
28-05-00 20:00,0.2
28-05-00 19:00,0.3
28-05-00 18:00,0.5
28-05-00 17:00,0.9
28-05-00 16:00,0.2
28-05-00 15:00,0.1
28-05-00 14:00,0.5
28-05-00 13:00,0.1
28-05-00 12:00,0.1
28-05-00 11:00,
28-05-00 10:00,0.1
28-05-00 09:00,0.1
28-05-00 08:00,0.1
28-05-00 07:00,0.1
28-05-00 06:00,0.1
28-05-00 05:00,0.1
28-05-00 04:00,0.1
28-05-00 03:00,0.1
28-05-00 02:00,0.1
28-05-00 01:00,0.1
28-05-00 00:00,0.1
27-05-00 23:00,0.1
27-05-00 22:00,0.1
27-05-00 21:00,0.2
27-05-00 20:00,0.2
27-05-00 19:00,0.3
27-05-00 18:00,0.1
27-05-00 17:00,0.2
27-05-00 16:00,0.2
27-05-00 15:00,0.1
27-05-00 14:00,0.2
27-05-00 13:00,0.2
27-05-00 12:00,0.2
27-05-00 11:00,0.2
27-05-00 10:00,0.2
27-05-00 09:00,0.2
27-05-00 08:00,0.1
27-05-00 07:00,0.1
27-05-00 06:00,0.1
27-05-00 05:00,0.1
27-05-00 04:00,0.1
27-05-00 03:00,0.1
27-05-00 02:00,0.1
27-05-00 01:00,0.1
27-05-00 00:00,0.2
26-05-00 23:00,0.1
26-05-00 22:00,0.1
26-05-00 21:00,0.2
26-05-00 20:00,0.2
26-05-00 19:00,0.1
26-05-00 18:00,0.1
26-05-00 17:00,0.1
26-05-00 16:00,0.1
26-05-00 15:00,0.1
