Datum Zeit,Schwartenberg BEN
,µg/m³
01-02-05 00:00,0.5
31-01-05 23:00,0.5
31-01-05 22:00,0.6
31-01-05 21:00,0.9
31-01-05 20:00,0.9
31-01-05 19:00,0.9
31-01-05 18:00,0.8
31-01-05 17:00,
31-01-05 16:00,
31-01-05 15:00,
31-01-05 14:00,
31-01-05 13:00,
31-01-05 12:00,0.8
31-01-05 11:00,0.7
31-01-05 10:00,0.8
31-01-05 09:00,0.6
31-01-05 08:00,0.8
31-01-05 07:00,0.8
31-01-05 06:00,0.7
31-01-05 05:00,0.8
31-01-05 04:00,1.0
31-01-05 03:00,1.1
31-01-05 02:00,1.1
31-01-05 01:00,1.2
31-01-05 00:00,1.1
30-01-05 23:00,1.1
30-01-05 22:00,1.1
30-01-05 21:00,1.1
30-01-05 20:00,1.2
30-01-05 19:00,1.1
30-01-05 18:00,1.0
30-01-05 17:00,1.0
30-01-05 16:00,0.9
30-01-05 15:00,0.7
30-01-05 14:00,0.7
30-01-05 13:00,0.8
30-01-05 12:00,1.1
30-01-05 11:00,1.1
30-01-05 10:00,0.8
30-01-05 09:00,0.8
30-01-05 08:00,0.8
30-01-05 07:00,0.8
30-01-05 06:00,0.9
30-01-05 05:00,0.9
30-01-05 04:00,0.9
30-01-05 03:00,1.1
30-01-05 02:00,1.4
30-01-05 01:00,1.6
30-01-05 00:00,1.6
29-01-05 23:00,1.7
29-01-05 22:00,1.7
29-01-05 21:00,1.4
29-01-05 20:00,1.0
29-01-05 19:00,1.0
29-01-05 18:00,0.9
29-01-05 17:00,1.2
29-01-05 16:00,1.1
29-01-05 15:00,1.3
29-01-05 14:00,1.4
29-01-05 13:00,1.6
29-01-05 12:00,1.8
29-01-05 11:00,1.3
29-01-05 10:00,1.1
29-01-05 09:00,1.0
29-01-05 08:00,1.1
29-01-05 07:00,1.1
29-01-05 06:00,1.3
29-01-05 05:00,1.3
29-01-05 04:00,1.2
29-01-05 03:00,1.3
29-01-05 02:00,1.3
29-01-05 01:00,1.5
29-01-05 00:00,2.0
28-01-05 23:00,1.3
28-01-05 22:00,1.4
28-01-05 21:00,1.3
28-01-05 20:00,1.2
28-01-05 19:00,1.6
28-01-05 18:00,1.1
28-01-05 17:00,1.0
28-01-05 16:00,1.0
28-01-05 15:00,1.0
28-01-05 14:00,1.5
28-01-05 13:00,1.6
28-01-05 12:00,1.9
28-01-05 11:00,1.4
28-01-05 10:00,1.4
28-01-05 09:00,1.4
28-01-05 08:00,1.2
28-01-05 07:00,1.1
28-01-05 06:00,1.1
28-01-05 05:00,1.2
28-01-05 04:00,1.2
28-01-05 03:00,1.3
28-01-05 02:00,1.3
28-01-05 01:00,1.2
28-01-05 00:00,1.2
27-01-05 23:00,1.3
27-01-05 22:00,1.3
27-01-05 21:00,
27-01-05 20:00,
27-01-05 19:00,
27-01-05 18:00,
27-01-05 17:00,
27-01-05 16:00,1.2
27-01-05 15:00,1.3
27-01-05 14:00,1.2
27-01-05 13:00,1.2
27-01-05 12:00,1.3
27-01-05 11:00,1.2
27-01-05 10:00,1.2
27-01-05 09:00,1.2
27-01-05 08:00,1.1
27-01-05 07:00,1.1
27-01-05 06:00,1.0
27-01-05 05:00,1.0
27-01-05 04:00,0.9
27-01-05 03:00,0.9
27-01-05 02:00,0.9
27-01-05 01:00,1.0
27-01-05 00:00,1.0
26-01-05 23:00,1.0
26-01-05 22:00,1.1
26-01-05 21:00,1.1
26-01-05 20:00,1.2
26-01-05 19:00,1.1
26-01-05 18:00,1.2
26-01-05 17:00,1.4
26-01-05 16:00,1.3
26-01-05 15:00,1.3
26-01-05 14:00,1.2
26-01-05 13:00,1.1
26-01-05 12:00,1.2
26-01-05 11:00,1.3
26-01-05 10:00,1.4
26-01-05 09:00,1.4
26-01-05 08:00,1.4
26-01-05 07:00,1.3
26-01-05 06:00,1.3
26-01-05 05:00,1.5
26-01-05 04:00,1.9
26-01-05 03:00,1.9
26-01-05 02:00,1.7
26-01-05 01:00,1.5
26-01-05 00:00,1.5
25-01-05 23:00,1.6
25-01-05 22:00,1.6
25-01-05 21:00,1.5
25-01-05 20:00,1.4
25-01-05 19:00,1.4
25-01-05 18:00,1.4
25-01-05 17:00,1.3
25-01-05 16:00,1.2
25-01-05 15:00,1.2
25-01-05 14:00,1.1
25-01-05 13:00,1.2
25-01-05 12:00,1.1
25-01-05 11:00,0.9
25-01-05 10:00,0.8
25-01-05 09:00,0.8
25-01-05 08:00,0.9
25-01-05 07:00,0.7
25-01-05 06:00,0.6
25-01-05 05:00,0.7
25-01-05 04:00,0.7
25-01-05 03:00,0.7
25-01-05 02:00,0.7
25-01-05 01:00,0.8
25-01-05 00:00,0.8
24-01-05 23:00,0.9
24-01-05 22:00,0.8
24-01-05 21:00,0.7
24-01-05 20:00,0.7
24-01-05 19:00,0.8
24-01-05 18:00,0.6
24-01-05 17:00,0.6
24-01-05 16:00,0.6
24-01-05 15:00,0.6
24-01-05 14:00,0.7
24-01-05 13:00,0.7
24-01-05 12:00,0.5
24-01-05 11:00,0.6
24-01-05 10:00,0.6
24-01-05 09:00,0.5
24-01-05 08:00,0.5
24-01-05 07:00,0.4
24-01-05 06:00,0.4
24-01-05 05:00,0.4
24-01-05 04:00,0.4
24-01-05 03:00,0.4
24-01-05 02:00,
24-01-05 01:00,
24-01-05 00:00,
23-01-05 23:00,
23-01-05 22:00,
23-01-05 21:00,0.6
23-01-05 20:00,0.9
23-01-05 19:00,0.6
23-01-05 18:00,0.6
23-01-05 17:00,0.5
23-01-05 16:00,0.5
23-01-05 15:00,0.5
23-01-05 14:00,0.5
23-01-05 13:00,0.6
23-01-05 12:00,0.5
23-01-05 11:00,0.6
23-01-05 10:00,0.5
23-01-05 09:00,0.5
23-01-05 08:00,0.5
23-01-05 07:00,0.5
23-01-05 06:00,0.5
23-01-05 05:00,0.5
23-01-05 04:00,0.5
23-01-05 03:00,0.5
23-01-05 02:00,0.5
23-01-05 01:00,0.6
23-01-05 00:00,0.6
22-01-05 23:00,0.7
22-01-05 22:00,0.7
22-01-05 21:00,0.7
22-01-05 20:00,0.6
22-01-05 19:00,0.6
22-01-05 18:00,0.6
22-01-05 17:00,0.6
22-01-05 16:00,0.6
22-01-05 15:00,0.5
22-01-05 14:00,0.6
22-01-05 13:00,0.5
22-01-05 12:00,0.5
22-01-05 11:00,0.5
22-01-05 10:00,0.5
22-01-05 09:00,0.5
22-01-05 08:00,0.4
22-01-05 07:00,0.5
22-01-05 06:00,0.5
22-01-05 05:00,0.5
22-01-05 04:00,0.5
22-01-05 03:00,0.5
22-01-05 02:00,0.4
22-01-05 01:00,0.5
22-01-05 00:00,0.5
21-01-05 23:00,0.5
21-01-05 22:00,0.5
21-01-05 21:00,0.5
21-01-05 20:00,0.5
21-01-05 19:00,0.5
21-01-05 18:00,0.5
21-01-05 17:00,0.5
21-01-05 16:00,0.5
21-01-05 15:00,0.5
21-01-05 14:00,0.5
21-01-05 13:00,0.5
21-01-05 12:00,0.5
21-01-05 11:00,0.4
21-01-05 10:00,0.4
21-01-05 09:00,0.4
21-01-05 08:00,0.4
21-01-05 07:00,0.4
21-01-05 06:00,0.4
21-01-05 05:00,0.4
21-01-05 04:00,0.4
21-01-05 03:00,0.4
21-01-05 02:00,0.4
21-01-05 01:00,0.4
21-01-05 00:00,0.4
20-01-05 23:00,0.4
20-01-05 22:00,0.4
20-01-05 21:00,0.5
20-01-05 20:00,0.5
20-01-05 19:00,0.7
20-01-05 18:00,0.8
20-01-05 17:00,0.5
20-01-05 16:00,0.4
20-01-05 15:00,0.4
20-01-05 14:00,0.4
20-01-05 13:00,0.5
20-01-05 12:00,0.6
20-01-05 11:00,0.6
20-01-05 10:00,0.6
20-01-05 09:00,0.6
20-01-05 08:00,0.6
20-01-05 07:00,0.7
20-01-05 06:00,
20-01-05 05:00,
20-01-05 04:00,
20-01-05 03:00,
20-01-05 02:00,
20-01-05 01:00,0.6
20-01-05 00:00,0.6
19-01-05 23:00,0.6
19-01-05 22:00,0.7
19-01-05 21:00,0.7
19-01-05 20:00,0.7
19-01-05 19:00,0.6
19-01-05 18:00,0.7
19-01-05 17:00,0.7
19-01-05 16:00,0.6
19-01-05 15:00,0.6
19-01-05 14:00,0.6
19-01-05 13:00,0.6
